label,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Emotet,31.561874,12.739974,11.029114,0.0,207.07396,1212.9678,38.634434,6582.134,211.41696,0.0,129.60098,2038.562,31.47498,437.01157,569.789,80.000046,407.4894,90.49097,103.13261,188.31285,39.874302,70.14554,39.874153,0.030325754,0.056844257,0.030325461,0.32232597,655.5981,1.9348733,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,4.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.13504304,0.06998249,0.15528868,136.98082,378.44562,218.80453,25.982864,21.152489,110.15216,0.0,111.2814,87.67117,0.0022875748,8.0
Shade,47.561874,17.739973,9.434742,0.0,207.76923,1775.9678,37.655025,9714.135,216.35876,0.0,285.60098,3204.562,48.47498,700.0579,820.78894,114.000046,643.4894,136.49097,239.1326,278.31287,47.874302,93.14554,47.874153,0.024857312,0.051921,0.024857018,1.322326,-650.59814,7.93487,0.7062172,-0.29399762,-0.0045715524,1.4274927,0.23750772,5.427547,1.7060001,6.560813,-0.005718497,0.00012895298,0.027817525,-0.005804109,0.11239376,0.048019554,0.14293453,137.98082,389.44562,221.19547,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Ako,38.561874,14.739974,10.184463,0.0,225.98145,1511.9678,39.49097,8656.134,230.32443,0.0,210.60104,2940.562,40.47498,648.0232,702.789,95.000046,586.4894,117.49097,176.1326,243.31287,45.874302,83.14554,45.874153,0.028259816,0.054647084,0.028259523,1.322326,-650.59814,7.93487,0.7062172,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.06745224,0.00012895298,0.07971166,0.06736662,0.1767425,0.12741758,0.21351056,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
TIBS,41.561874,16.739973,9.963024,0.0,221.6971,1643.9678,39.862602,9118.135,226.0401,0.0,231.60098,3024.4497,43.47498,695.9652,750.789,105.000046,617.4894,127.49097,200.1326,274.31287,52.874302,93.14554,52.874153,0.029842842,0.055239983,0.02984255,2.322324,526.87854,13.934862,0.7649738,0.7060025,-0.0045715524,1.4274927,1.296885,5.427547,2.706,6.560813,0.018091029,0.00012895298,0.030350452,0.018005418,0.1250584,0.07689494,0.16066502,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Conti,43.561874,16.739973,9.460472,0.0,211.61484,1645.9678,38.081547,9101.135,215.95784,0.0,239.60098,3057.562,45.47498,674.0579,735.78894,108.000046,606.4894,124.49097,195.1326,271.31287,47.874302,90.14554,47.874153,0.026963335,0.05427018,0.026963042,1.322326,656.5981,7.93487,1.0,-0.29399762,-0.0045715524,0.42749238,0.118753925,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.0034824635,0.09903403,0.051977992,0.13353324,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Maze,41.561874,15.739974,9.743512,0.0,219.62392,1624.9678,39.39919,7874.8657,223.96692,0.0,247.60098,3012.562,43.47498,707.0579,723.789,105.000046,620.4894,120.49097,205.13261,263.31287,50.874302,91.14554,50.874153,0.029498454,0.05618007,0.029498162,3.322324,658.5981,19.934862,1.0737301,-0.29399762,-0.0045715524,0.42749238,0.23750772,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.0034824635,0.10357175,0.054246854,0.14033982,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,86.67117,0.0022875748,8.0
Transponder,37.561874,14.739974,10.266254,0.0,228.13152,1476.9678,39.596947,8523.134,232.4745,0.0,208.60098,2891.562,39.47498,660.0232,685.78894,93.000046,584.4894,114.49097,175.1326,237.31287,43.874302,80.14554,43.874153,0.027967412,0.0545774,0.02796712,1.322326,-519.8788,7.93487,0.7062172,0.7060025,-0.0045715524,1.4274927,1.296885,5.427547,2.706,6.560813,0.020597292,0.00012895298,0.03285672,0.020511681,0.13758974,0.08441374,0.17820887,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Transponder,39.561874,14.739974,10.132505,0.0,225.12111,1558.9678,39.698124,8835.134,229.46411,0.0,301.88083,2967.562,41.47498,671.0579,715.789,101.000046,594.4894,120.49097,192.1326,264.31287,45.874302,84.14554,45.874153,0.027342767,0.053600732,0.027342476,1.322326,-127.71973,7.93487,0.7649738,5.706002,-0.0045715524,6.4274926,6.237508,10.4275465,7.706,11.560813,0.12761484,0.00012895298,0.13987426,0.12985086,0.228233,0.18324414,0.26066503,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,-0.00045751492,8.0
Maze,34.561874,12.739974,10.746382,0.0,220.81116,1342.9678,39.09933,6935.173,225.15416,0.0,159.60104,2520.562,35.47498,560.0579,622.789,86.000046,485.48938,103.49097,126.13259,214.31287,41.874302,75.14554,41.874153,0.028753025,0.055083312,0.028752735,0.32232597,655.5981,1.9348733,0.7649738,-0.29399762,-0.0045715524,0.42749238,0.17813076,4.4275465,1.7060001,4.560813,-0.005718497,0.00012895298,0.006540931,-0.0034824635,0.12365784,0.06428989,0.14105718,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,116.2814,87.67117,0.0022875748,8.0
Transponder,39.561874,14.739974,10.876095,0.0,231.01855,1584.9678,40.36479,9065.135,235.36154,0.0,220.60098,3044.562,41.47498,649.0463,798.789,100.000046,624.4894,121.49097,192.1326,266.31287,48.874302,87.14554,48.874153,0.028513197,0.054160643,0.028512906,1.322326,-127.71973,7.93487,0.7062172,3.7060025,-0.0045715524,4.4274926,4.296885,8.4275465,5.706,9.560813,0.087304756,0.00012895298,0.09956419,0.08721915,0.19205728,0.14500125,0.2265565,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Conti,37.561874,14.739974,10.374363,0.0,228.86124,1483.9678,39.786137,8550.134,233.20424,0.0,210.60104,2898.562,39.47498,657.0579,686.789,93.000046,584.4894,114.49097,176.1326,237.31287,43.874302,80.14554,43.874153,0.027809566,0.05428426,0.027809273,1.322326,-389.15906,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.11411888,0.059520416,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,85.67117,0.0022875748,8.0
Scar,41.561874,16.739973,9.402049,0.0,211.38002,1518.9678,36.81382,8698.134,231.4297,0.0,209.60104,2930.562,40.47498,668.0579,698.78894,96.000046,596.4894,117.49097,181.1326,240.31287,45.874302,82.14554,45.874153,0.028376216,0.054196034,0.028375924,2.322324,-538.59814,13.934862,0.7062172,5.706002,-0.0045715524,9.427492,6.2968845,13.4275465,7.706,14.560813,0.121941075,0.00012895298,0.1980303,0.124177106,0.28260654,0.17567913,0.31314728,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,-0.0022875746,8.0
Scar,40.561874,15.739974,9.633146,0.0,214.97879,1537.9678,38.19492,8409.48,219.3218,0.0,220.60098,2910.562,42.47498,674.0579,684.78894,100.000046,600.4894,114.49097,173.13261,241.31285,44.874302,84.14554,44.874153,0.02740953,0.054952037,0.027409237,2.322324,658.5981,13.934862,0.8824869,0.7060025,-0.0045715524,1.4274927,1.296885,5.427547,2.706,5.560813,0.018671747,0.00012895298,0.030931173,0.018586136,0.127962,0.0786371,0.14033982,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
CWS,41.561874,15.739974,10.597171,0.0,227.30685,1645.9678,39.91138,8885.827,237.0218,0.0,228.60098,3113.562,42.47498,670.0579,822.78894,103.000046,669.4894,124.49097,194.13261,275.31287,50.874302,90.14554,50.874153,0.028619504,0.0539812,0.028619213,1.322326,656.5981,7.93487,0.7062172,0.7060025,-0.0045715524,2.4274926,1.296885,6.427547,2.706,7.5608125,0.018091029,0.00012895298,0.054159984,0.018005418,0.14886792,0.07689494,0.18447454,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,-0.0022875746,8.0
CWS,39.561874,15.739974,9.97866,0.0,224.22368,1539.9678,39.210945,8685.308,234.14023,0.0,211.60098,2955.562,40.47498,682.0579,706.789,96.000046,629.4894,117.49097,179.1326,246.31287,45.874302,83.14554,45.874153,0.02802977,0.05422359,0.028029477,1.322326,-258.43933,7.93487,0.7062172,-0.29399762,-0.0045715524,1.4274927,0.29688466,5.427547,1.7060001,6.560813,-0.005718497,0.00012895298,0.032181956,-0.005804109,0.1342159,0.056748413,0.17348553,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,-0.0022875746,8.0
Zeus,38.561874,14.739974,10.184463,0.0,226.2446,1515.9678,39.596233,8666.134,230.58759,0.0,204.60098,2939.562,40.47498,654.0579,699.789,95.000046,592.4894,117.49097,176.1326,246.31287,44.874302,82.14554,44.874153,0.027540585,0.053879205,0.027540294,1.322326,-258.43933,7.93487,0.7062172,0.7060025,-0.0045715524,1.4274927,1.296885,5.427547,2.706,6.560813,0.019922528,0.00012895298,0.032181956,0.01983692,0.1342159,0.082389444,0.17348553,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,86.67117,0.0022875748,8.0
Gator,42.561874,17.739973,9.943861,0.0,216.4288,1625.9678,38.49849,9105.135,220.7718,0.0,238.60098,3026.562,44.47498,730.9421,758.789,103.000046,630.4894,123.49097,191.1326,250.31285,56.874302,98.14554,56.874153,0.03307302,0.05832671,0.033072725,1.322326,-650.59814,7.93487,1.2937831,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,-0.00010316236,0.006540931,-0.005804109,0.101248875,0.053085413,0.1368555,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Transponder,44.561874,17.739973,9.680874,0.0,212.11061,1695.9678,38.365376,9321.135,216.45361,0.0,416.16064,3094.562,46.47498,720.9421,774.789,111.000046,634.4894,129.49097,205.13261,275.31287,59.874302,103.14554,59.874153,0.033039406,0.058129735,0.033039115,1.322326,133.71967,7.93487,1.2937831,0.7060025,-0.0045715524,1.4274927,1.296885,5.427547,2.706,6.560813,0.016503725,0.00012895298,0.02876315,0.016418116,0.11712189,0.07213303,0.14955391,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,87.67117,0.0022875748,8.0
Maze,41.561874,15.739974,10.2313175,0.0,223.28247,1642.9678,39.83821,9183.135,227.62546,0.0,225.60104,3088.562,43.47498,660.0579,771.78894,104.000046,632.4894,127.49097,196.1326,275.31287,47.874302,88.14554,47.874153,0.026929623,0.05299577,0.026929332,1.322326,656.5981,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.10357175,0.054246854,0.14033982,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
180solutions,41.438126,15.739974,9.634336,0.0,598.69073,1599.9678,37.879444,25160.135,603.0337,0.0,16400.602,3010.562,45.52502,670.0579,768.78894,107.000046,600.4894,120.49097,192.1326,263.31287,47.874302,90.14554,47.874153,0.02781554,0.053962182,0.027815247,1.322326,-650.59814,7.93487,0.7062172,0.7060025,-0.0045715524,1.4274927,1.296885,5.427547,3.2940001,6.560813,0.017537316,0.00012895298,0.029796742,0.01745171,0.12228985,0.0752338,0.15678905,137.98082,389.44562,220.80453,26.017136,24.152489,116.15216,0.0,121.2814,85.67117,0.0022875748,8.0
180solutions,42.561874,17.739973,9.896241,0.0,216.6669,1625.9678,38.49849,9115.135,221.0099,0.0,233.60104,3030.562,44.47498,736.9421,756.789,103.000046,630.4894,123.49097,190.1326,250.31285,55.874302,97.14554,55.874153,0.032455355,0.057709042,0.03245506,1.322326,-650.59814,7.93487,1.2937831,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,-7.737177e-05,0.006540931,-0.005804109,0.101248875,0.053085413,0.1368555,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Zeus,47.561874,18.739973,9.519849,0.0,206.19475,1759.9678,37.3146,9640.135,214.75006,0.0,245.60104,3170.562,48.47498,729.9421,845.789,113.000046,667.4894,133.49097,173.8674,296.31287,48.874302,94.14554,48.874153,0.025670115,0.052975938,0.025669824,6.3223243,79550.4,37.93486,1.6271164,6.706002,0.004571553,8.427492,7.296885,12.4275465,8.705999,13.560813,0.12391113,-0.00012895299,0.15468907,0.12382552,0.228233,0.17213303,0.2532576,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Pysa,37.561874,14.739974,10.374363,0.0,228.3207,1476.9678,39.596947,8530.134,232.6637,0.0,204.60098,2894.562,39.47498,662.0116,691.78894,93.000046,586.4894,114.49097,176.1326,237.31287,44.874302,81.14554,44.874153,0.028593887,0.055152968,0.028593596,1.322326,264.43933,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.11411888,0.059520416,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,118.2814,86.67117,0.0022875748,8.0
Gator,40.561874,15.739974,9.933146,0.0,221.3788,1587.9678,39.44492,8897.135,225.7218,0.0,216.60098,2998.562,42.47498,669.9652,723.789,102.000046,596.4894,124.49097,192.1326,269.31287,46.874302,86.14554,46.874153,0.027279265,0.053567775,0.027278973,1.322326,-519.8788,7.93487,0.7649738,3.7060025,-0.0045715524,4.4274926,4.296885,8.4275465,5.706,9.560813,0.085190594,0.00012895298,0.09745002,0.08510499,0.18782896,0.14183,0.22127108,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,0.0022875748,8.0
Zeus,41.561874,15.739974,9.963024,0.0,221.9654,1640.9678,39.789433,9129.135,226.30838,0.0,223.60098,3069.562,43.47498,665.0348,747.78894,104.000046,632.4894,127.49097,195.1326,275.31287,49.874302,90.14554,49.874153,0.028139545,0.054205693,0.028139254,1.322326,395.15894,7.93487,0.7062172,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.04079313,0.00012895298,0.053052563,0.040707517,0.14554566,0.09848963,0.18004486,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Maze,46.337124,17.739973,9.223364,0.0,207.6027,1743.9678,37.76557,9512.135,216.28291,0.0,277.60104,3126.562,47.47498,713.0579,773.789,112.000046,621.4894,133.49097,246.1326,276.31287,47.874302,92.14554,47.874153,0.025417222,0.052456565,0.02541693,1.322326,-650.59814,7.93487,0.7062172,-0.29399762,-0.0045715524,1.4274927,1.3138331e-08,5.427547,1.7060001,6.560813,-0.005718497,0.00012895298,0.028280059,-0.0034824635,0.11470643,0.048944626,0.14617227,137.98082,389.44562,221.19547,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Transponder,40.561874,15.739974,9.658147,0.0,216.8788,1531.9678,38.044918,8717.134,221.2218,0.0,226.60104,2954.562,42.47498,681.0579,697.789,99.000046,592.4894,114.49097,177.1326,241.31285,45.874302,85.14554,45.874153,0.028182726,0.05582705,0.028182436,1.322326,656.5981,7.93487,0.8237303,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.10601078,0.055466365,0.14399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Zeus,39.561874,14.739974,10.0043,0.0,222.83907,1553.9678,39.56992,8746.134,227.18205,0.0,210.60104,2961.562,41.47498,642.0579,710.78894,99.000046,590.4894,120.49097,184.1326,256.31287,45.874302,85.14554,45.874153,0.027470225,0.054483015,0.027469935,1.322326,656.5981,7.93487,0.7649738,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.043061987,0.00012895298,0.05532142,0.042976376,0.15235224,0.103027344,0.18912031,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,86.67117,0.0022875748,8.0
Pysa,37.561874,14.739974,10.293282,0.0,228.07745,1475.9678,39.56992,8521.134,232.42046,0.0,201.60104,2897.562,39.47498,658.0232,688.789,93.000046,584.4894,114.49097,176.1326,237.31287,43.874302,80.14554,43.874153,0.027967412,0.0545774,0.02796712,1.322326,133.71967,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,7.7371784e-05,0.006540931,-0.005804109,0.11411888,0.059520416,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,118.2814,85.67117,0.0022875748,8.0
Transponder,39.561874,14.739974,10.132505,0.0,224.01855,1553.9678,39.56992,8792.134,228.36154,0.0,300.88083,2966.562,41.47498,649.0579,716.789,101.000046,588.4894,120.49097,191.1326,265.31287,45.874302,84.14554,45.874153,0.027506854,0.053906534,0.027506564,1.322326,2.9999998,7.93487,0.8237303,5.706002,-0.0045715524,6.4274926,6.2968845,10.4275465,7.706,11.560813,0.12761484,0.00012895298,0.13987426,0.12869005,0.228233,0.18324414,0.26066503,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,0.0022875748,8.0
Maze,40.561874,15.739974,9.683146,0.0,217.77881,1556.9678,38.669918,8753.134,222.1218,0.0,228.60098,2958.562,42.47498,680.0579,695.789,99.000046,595.4894,117.49097,177.1326,240.31287,45.874302,85.14554,45.874153,0.027728628,0.054970454,0.027728336,2.322324,526.87854,13.934862,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.10601078,0.055466365,0.14399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Gator,46.561874,18.739973,10.049451,0.0,211.99402,1768.9678,38.30905,9713.135,216.33702,0.0,258.60098,3217.562,48.47498,724.9421,866.78894,114.000046,671.4894,136.49097,212.1326,285.31287,60.874302,106.14554,60.874153,0.031988833,0.05700186,0.031988543,1.322326,-650.59814,7.93487,1.2937831,0.7060025,-0.0045715524,1.4274927,1.296885,5.427547,2.706,6.560813,0.015558099,-0.00012895299,0.027817525,0.015472488,0.11239376,0.06929615,0.14293453,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
TIBS,45.561874,17.739973,9.602591,0.0,217.02881,1795.9678,39.747696,9741.135,221.3718,0.0,252.60104,3200.562,47.47498,797.0579,792.789,112.000046,655.4894,135.49097,240.1326,289.31287,50.874302,95.14554,50.874153,0.02618822,0.05237877,0.026187928,1.322326,-650.59814,7.93487,0.7062172,3.7060025,-0.0045715524,4.4274926,4.237508,8.4275465,5.706,9.560813,0.07591416,0.00012895298,0.08817358,0.07698937,0.16927609,0.12791534,0.19807999,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Emotet,42.561874,15.739974,10.277194,0.0,219.71452,1652.9678,39.141346,9011.48,224.05751,0.0,239.60098,3098.562,44.47498,669.0579,809.789,106.000046,640.4894,121.49097,193.1326,268.31287,49.874302,91.14554,49.874153,0.027895672,0.054358475,0.027895382,1.322326,656.5981,7.93487,0.7649738,1.7060022,-0.0045715524,2.4274926,2.237508,6.427547,3.7059996,7.5608125,0.039736044,0.00012895298,0.051995482,0.040811256,0.14237443,0.09637546,0.17581654,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
CWS,40.561874,15.739974,9.833146,0.0,219.5538,1560.9678,38.76992,8592.48,223.8968,0.0,235.60098,2971.562,42.47498,690.0579,709.78894,99.000046,606.4894,117.49097,188.1326,242.31285,48.874302,88.14554,48.874153,0.029522145,0.056632582,0.029521853,4.3223243,295.28033,25.934862,1.2062169,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.10601078,0.055466365,0.14399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,86.67117,0.0022875748,8.0
TIBS,26.438126,8.739974,14.195184,0.0,282.98438,1184.0322,44.504154,6698.8657,287.32736,0.0,120.60104,2715.562,29.47498,540.0579,695.789,72.000046,523.70636,108.49097,149.1326,225.31287,31.874304,58.145535,31.874151,0.023178479,0.045912974,0.023178188,0.32232597,-651.598,1.9348733,0.7062172,-0.29399762,0.004571553,0.42749238,-0.29688478,4.4275465,1.7060001,4.560813,-0.005718497,-0.00012895299,0.006540931,0.005804108,0.15415893,0.07954044,0.17918354,137.98082,389.44562,221.19547,25.982864,24.152489,115.87827,0.0,119.77488,87.67117,0.0022875748,8.0
Maze,39.561874,14.739974,11.542762,0.0,233.9929,1594.9678,40.6212,9181.135,238.3359,0.0,217.60104,3082.562,41.47498,653.0232,852.789,100.000046,630.4894,121.49097,192.1326,266.31287,47.874302,86.14554,47.874153,0.0277262,0.053240467,0.027725907,1.322326,-650.59814,7.93487,0.7062172,4.7060027,-0.0045715524,5.427492,5.296885,9.4275465,6.7060003,10.560813,0.10791786,0.00012895298,0.12017729,0.10783225,0.21055624,0.16455728,0.24399836,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Shade,38.561874,14.739974,10.184463,0.0,227.84985,1524.9678,39.833076,8727.134,232.19286,0.0,216.60098,2942.562,40.47498,670.0348,707.78894,99.000046,588.4894,117.49097,192.1326,259.31287,45.874302,83.14554,45.874153,0.028240506,0.054611538,0.028240213,1.322326,656.5981,7.93487,0.8237303,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.06745224,0.00012895298,0.07971166,0.06736662,0.1767425,0.12741758,0.21351056,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Refroso,40.561874,16.739973,9.883146,0.0,222.4288,1615.9678,40.030937,8939.135,226.7718,0.0,227.60098,2931.2249,42.47498,704.9652,720.78894,103.80003,618.4894,123.49097,191.1326,267.31287,49.874302,89.14554,49.874153,0.029138979,0.055412207,0.029138688,12.322326,766.5981,73.93487,2.5062172,-0.1763986,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.0052327467,-0.005804109,0.10601078,0.055466365,0.14399835,137.98082,389.44562,220.88272,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Scar,39.561874,14.739974,10.876095,0.0,230.71086,1581.9678,40.28787,9053.135,235.05385,0.0,216.60098,3049.562,41.47498,649.0116,805.78894,100.000046,624.4894,121.49097,191.1326,266.31287,48.874302,87.14554,48.874153,0.028568517,0.05426069,0.028568225,1.322326,264.43933,7.93487,0.7062172,3.7060025,-0.0045715524,4.4274926,4.296885,8.4275465,5.706,9.560813,0.087304756,0.00012895298,0.09956419,0.08721915,0.19205728,0.14500125,0.2265565,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,0.0022875748,8.0
Ako,40.561874,15.739974,9.858147,0.0,219.02881,1563.9678,38.84492,8804.134,228.66924,0.0,220.60098,2965.562,41.47498,674.0579,711.789,98.000046,602.4894,117.49097,180.1326,246.31287,45.874302,85.14554,45.874153,0.027252425,0.05407216,0.027252132,1.322326,-650.59814,7.93487,0.7062172,3.7060025,-0.0045715524,5.427492,3.940623,9.4275465,5.706,10.560813,0.085190594,0.00012895298,0.12017729,0.09206992,0.21055624,0.14183,0.24399836,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,-0.0018300596,8.0
Zeus,37.561874,14.739974,10.347336,0.0,229.05043,1479.9678,39.67803,8557.134,233.39342,0.0,205.60104,2898.562,39.47498,660.0348,692.78894,93.000046,586.4894,114.49097,176.1326,237.31287,44.874302,81.14554,44.874153,0.028493093,0.054967787,0.0284928,1.322326,-127.71973,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.11411888,0.059520416,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Reconyc,37.561874,14.739974,10.347336,0.0,228.618,1477.9678,39.623974,8541.134,232.96098,0.0,207.60098,2896.562,39.47498,655.0463,688.789,93.000046,586.4894,114.49097,175.1326,237.31287,44.874302,81.14554,44.874153,0.028654698,0.055264685,0.028654406,1.322326,133.71967,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.11411888,0.059520416,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Refroso,45.561874,17.739973,9.224813,0.0,207.00658,1697.9678,37.56992,9291.135,215.77179,0.0,243.60098,3124.562,46.47498,679.0579,757.789,110.000046,641.4894,127.49097,197.1326,277.31287,49.874302,93.14554,49.874153,0.027188033,0.054216668,0.02718774,1.322326,133.71967,7.93487,0.8237303,0.7060025,-0.0045715524,2.4274926,1.1187539,6.427547,2.706,7.5608125,0.016020633,0.00012895298,0.050019197,0.019417487,0.13644557,0.070683755,0.1679114,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,-0.0013725448,8.0
