label,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Maze,39.561874,14.739974,10.850454,0.0,230.9929,1590.9678,40.51864,9064.135,235.3359,0.0,223.60098,3041.562,41.47498,645.0579,793.789,100.000046,624.4894,121.49097,192.13261,266.31287,47.874302,86.14554,47.874153,0.027797626,0.0533709,0.027797334,1.3223245,-650.59814,7.934862,0.706217,2.7060022,-0.0045715524,3.4274929,3.296885,7.427547,4.706,8.560812,0.06571007,0.00012895298,0.07796951,0.06562446,0.17267746,0.124513984,0.20828407,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,123.2814,85.67117,0.0022875748,8.0
Reconyc,42.561874,16.739973,9.253385,0.0,210.04785,1582.9678,37.47468,8837.135,214.39085,0.0,240.60098,2979.562,44.47498,693.0579,694.789,103.000046,594.4894,114.49097,183.13261,242.31287,50.874302,92.14554,50.874153,0.030271914,0.056282755,0.030271623,2.322324,-649.59814,13.93486,0.706217,3.7060022,-0.0045715524,4.4274926,4.296885,8.427547,5.706,9.560812,0.081238024,0.00012895298,0.093497455,0.08115241,0.17992383,0.13590115,0.21138966,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Emotet,37.561874,14.739974,10.374363,0.0,228.618,1477.9678,39.623974,8541.135,232.96098,0.0,207.60098,2897.562,39.47498,681.9421,690.789,93.000046,586.4894,114.49097,176.13261,237.31287,44.874302,81.14554,44.874153,0.028614128,0.055190157,0.028613837,1.3223245,-650.59814,7.934862,0.706217,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.020597288,0.00012895298,0.032856725,0.020511677,0.13758974,0.08441374,0.17820887,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Transponder,26.438126,8.739974,13.009998,0.0,281.50287,1183.0322,44.467117,7817.135,285.8459,0.0,126.60104,2677.562,29.47498,570.0579,644.789,73.000046,559.4894,107.49097,169.13261,222.31287,32.874302,59.14554,32.874157,0.024552992,0.047767185,0.0245527,0.32232407,-651.598,1.9348619,0.706217,4.706002,0.004571553,5.4274926,5.296885,9.427547,6.706,10.560812,0.1505315,-0.00012895299,0.16279094,0.1504459,0.28726077,0.22421637,0.33774835,137.98082,389.44562,221.19547,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
180solutions,43.561874,16.739973,9.460472,0.0,212.07997,1647.9678,38.12806,9121.135,216.42296,0.0,245.60104,3058.562,45.47498,678.0579,751.789,108.000046,604.4894,124.49097,194.13261,271.31287,50.874302,93.14554,50.874153,0.028601732,0.055755425,0.028601442,2.322324,657.5981,13.93486,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.09903404,0.051978,0.13353324,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Shade,32.561874,12.739974,12.501897,0.0,206.1163,1207.9678,36.14883,6745.135,210.45929,0.0,146.60104,2009.562,32.47498,407.05792,681.789,82.000046,396.4894,93.49097,102.13261,193.31287,38.874302,70.14554,38.874153,0.029654693,0.057121094,0.029654402,0.32232407,655.598,1.9348619,0.706217,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,5.5608125,0.024584528,0.00012895298,0.036843967,0.024498919,0.15752594,0.09637546,0.17581654,136.98082,385.44562,219.80453,25.982864,23.152489,114.15216,0.0,116.2814,87.67117,0.0022875748,8.0
Conti,39.561874,14.739974,11.568403,0.0,234.14676,1594.9678,40.6212,9187.135,238.48975,0.0,222.60104,3083.562,41.47498,668.9421,856.789,100.000046,630.4894,121.49097,191.13261,266.31287,47.874302,86.14554,47.874153,0.027726198,0.053240467,0.027725907,1.3223245,-650.59814,7.934862,0.706217,4.706002,-0.0045715524,5.4274926,5.296885,9.427547,6.706,10.560812,0.10791786,0.00012895298,0.1201773,0.107832246,0.21055624,0.16455728,0.24399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Reconyc,37.561874,12.739974,9.644633,0.0,202.96935,1382.9678,37.056408,6433.865,207.31233,0.0,172.60098,2494.5623,38.47498,561.0579,595.789,92.000046,474.48938,106.49097,124.13261,211.31287,41.874302,78.14554,41.874153,0.027899127,0.055684775,0.027898835,0.32232407,655.598,1.9348619,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.11411889,0.059520423,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,116.2814,87.67117,0.0022875748,8.0
Gator,44.561874,17.739973,10.908147,0.0,219.45154,1716.9678,38.842648,9644.135,223.79453,0.0,254.60098,3186.562,46.47498,711.9421,909.789,110.000046,668.4894,130.49097,206.13261,277.31287,59.874302,103.14554,59.874153,0.032415617,0.05704348,0.032415327,1.3223245,-650.59814,7.934862,1.2937831,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,-0.00012895299,0.0065409346,-0.0058041126,0.09691987,0.050920915,0.13036199,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Scar,42.561874,16.739973,10.277194,0.0,219.09547,1622.9678,38.427063,9219.135,233.7718,0.0,225.60104,3084.562,42.47498,684.9421,818.789,103.000046,634.4894,124.49097,196.13261,269.31287,49.874306,88.14554,49.874153,0.028477196,0.053600732,0.028476905,2.322324,-538.598,13.93486,0.706217,6.706002,-0.0045715524,9.427493,7.2968855,13.427547,8.705999,14.560812,0.13713863,0.00012895298,0.1902144,0.13705303,0.27131692,0.18913983,0.3001208,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,-0.0022875746,8.0
Scar,38.561874,14.739974,10.237094,0.0,227.37617,1522.9678,39.780445,8709.135,231.71916,0.0,213.60104,2929.562,40.47498,692.9421,701.789,99.000046,590.4894,117.49097,190.13263,257.31287,46.874306,84.14554,46.874153,0.028843665,0.055166114,0.028843373,1.3223245,-650.59814,7.934862,0.706217,7.706002,-0.0045715524,8.427493,8.296885,12.427547,9.705999,13.560812,0.16819455,0.00012895298,0.18045399,0.16810893,0.26688036,0.22285767,0.29834616,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Reconyc,40.561874,15.739974,10.008146,0.0,221.90381,1589.9678,39.49492,8918.135,226.2468,0.0,220.60104,2998.562,42.47498,679.9421,726.789,102.000046,596.4894,124.49097,193.13261,269.31287,47.874302,87.14554,47.874153,0.027941557,0.05426069,0.027941264,1.3223245,656.5981,7.934862,0.706217,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.041900545,0.00012895298,0.054159984,0.041814934,0.14886792,0.10070446,0.18447454,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Ako,39.561874,14.739974,10.799172,0.0,230.76215,1584.9678,40.36479,9055.135,235.10513,0.0,218.60104,3043.562,41.47498,670.9421,794.789,100.000046,624.4894,121.49097,192.13261,266.31287,47.874302,86.14554,47.874153,0.02790544,0.053567775,0.027905148,1.3223245,-650.59814,7.934862,0.706217,2.7060022,-0.0045715524,3.4274929,3.296885,7.427547,4.706,8.560812,0.06571007,0.00012895298,0.07796951,0.06562446,0.17267746,0.124513984,0.20828407,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Zeus,37.561874,14.739974,10.239227,0.0,228.618,1478.9678,39.651,8541.135,232.96098,0.0,202.60104,2893.562,39.47498,687.9421,687.789,93.000046,584.4894,114.49097,176.13261,237.31287,43.874302,80.14554,43.874153,0.027829202,0.054320727,0.02782891,1.3223245,-650.59814,7.934862,0.706217,3.7060022,-0.0045715524,4.4274926,4.296885,8.427547,5.706,9.560812,0.09184247,-0.00012895299,0.10410191,0.091756865,0.20113273,0.15180783,0.2379008,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
CWS,44.561874,16.739973,10.203601,0.0,223.72426,1749.9678,39.592648,9833.135,232.98111,0.0,445.60098,3172.562,45.47498,683.0579,845.789,109.000046,689.4894,133.49097,207.13261,296.31287,48.874302,91.14554,48.874153,0.025775665,0.051479936,0.025775373,58.322323,17873.402,349.93488,11.706218,-0.29399785,-0.0045715524,1.4274927,0.296885,5.427547,1.7059996,6.5608125,-0.005718501,0.00012895298,0.016186336,-0.0058041126,0.119647145,0.050920915,0.15308926,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
TIBS,43.561874,16.739973,9.902332,0.0,221.52184,1691.9678,39.151314,9528.135,230.84323,0.0,441.60098,3083.562,44.47498,674.0579,782.789,107.000046,652.4894,130.49097,202.13261,291.31287,47.874302,89.14554,47.874153,0.026144348,0.052115537,0.026144056,59.322327,17905.402,355.93488,11.906218,0.70600224,-0.0045715524,2.4274926,1.296885,6.427547,2.7059999,7.5608125,0.01700877,0.00012895298,0.038913608,0.016923161,0.14237443,0.073648185,0.17581654,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Ako,72.561874,24.739973,6.74148,0.0,141.0677,1823.9678,26.155632,9787.135,194.84872,0.0,245.60104,3191.562,50.47498,707.0579,907.789,120.000046,700.4894,127.49097,169.86739,289.31287,53.874302,105.14554,53.874153,0.027610203,0.05743845,0.02760991,61.322323,357.40192,367.93488,10.206218,-0.29399785,-0.0045715524,18.427492,0.296885,22.427547,1.7059996,30.560814,-0.005718501,0.00012895298,0.24345908,-0.0058041126,0.31156632,0.033244144,0.4245539,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Emotet,42.561874,15.739974,9.634337,0.0,213.73833,1613.9678,38.212776,7833.865,218.08133,0.0,238.60098,3031.562,44.47498,676.0579,729.789,107.000046,599.4894,120.49097,195.13261,267.31287,48.874302,90.14554,48.874153,0.0282036,0.05545832,0.028203307,1.3223245,656.5981,7.934862,0.706217,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.017537313,0.00012895298,0.029796747,0.017451704,0.12228985,0.07523381,0.15678905,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,0.0022875748,8.0
Scar,43.561874,16.739973,9.600007,0.0,214.89392,1665.9678,38.546665,9243.135,224.05751,0.0,252.60104,3095.562,44.47498,706.0579,763.789,107.000046,617.4894,123.49097,199.13261,275.31287,52.874302,94.14554,52.874153,0.029658651,0.056091983,0.02965836,2.322324,657.5981,13.93486,0.706217,0.70600224,-0.0045715524,2.4274926,1.296885,6.427547,2.7059999,7.5608125,0.01700877,0.00012895298,0.051995482,0.016923161,0.14237443,0.073648185,0.17581654,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,-0.0022875746,8.0
Refroso,45.561874,18.739973,10.847035,0.0,221.16214,1805.9678,38.830082,9928.135,230.24907,0.0,262.60098,3109.438,46.47498,735.9421,934.789,107.999954,682.4894,132.49097,201.13261,290.31287,58.874302,102.14554,58.874153,0.03028305,0.05567375,0.030282758,6.3223243,685.5981,37.93486,1.306217,0.2939978,-0.0045715524,1.4274927,0.296885,5.427547,1.7059996,7.5608125,-0.005718501,0.00012895298,0.015681287,-0.0058041126,0.11712189,0.049910814,0.17177613,137.98082,389.44562,221.19547,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Refroso,39.561874,16.739973,9.97866,0.0,223.06982,1558.9678,38.558285,8755.135,227.41283,0.0,227.60098,2773.438,41.47498,694.9421,703.789,98.000046,598.4894,120.49097,176.13261,245.31287,47.874302,86.14554,47.874153,0.028855635,0.055302918,0.028855344,9.322325,712.5981,55.93486,1.906217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,-0.0065409364,-0.0058041126,0.10857489,0.05674842,0.14784451,137.98082,389.44562,221.19547,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Emotet,44.561874,16.739973,9.453601,0.0,211.86063,1697.9678,38.410828,9310.135,216.20361,0.0,247.60098,3121.562,46.47498,679.0579,765.789,110.000046,640.4894,127.49097,197.13261,276.31287,50.874302,94.14554,50.874153,0.027739655,0.05473888,0.027739363,2.322324,657.5981,13.93486,0.706217,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.03775976,0.00012895298,0.050019197,0.037674148,0.13644557,0.09242289,0.1679114,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Gator,46.561874,18.739973,9.875538,0.0,210.82011,1768.9678,38.30905,9659.135,215.1631,0.0,256.60104,3189.562,48.47498,730.9421,840.789,114.000046,671.4894,136.49097,210.13261,285.31287,59.874302,105.14554,59.874153,0.031449452,0.05647647,0.031449158,1.3223245,-650.59814,7.934862,1.2937831,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,-0.00012895299,0.0065409346,-0.0058041126,0.0929673,0.04894463,0.12443314,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Gator,40.561874,15.739974,10.033147,0.0,222.2538,1595.9678,38.50508,8932.135,226.5968,0.0,225.60104,3001.562,42.47498,683.9421,728.789,102.000046,615.5106,124.49097,193.13261,269.31287,46.874306,86.14554,46.874153,0.02724402,0.053501986,0.027243728,1.3223245,656.5981,7.934862,0.706217,3.7060022,0.99542844,3.4274929,4.296885,8.427547,5.706,9.560812,0.08519059,0.022856226,0.07472275,0.08510498,0.18782896,0.14183,0.22127108,137.98082,389.44562,221.19547,25.982864,24.152489,116.15216,0.0,123.2814,86.67117,0.0022875748,8.0
Refroso,38.561874,14.739974,10.210778,0.0,227.7446,1525.9678,39.859394,8723.135,232.08759,0.0,213.60104,2937.562,40.47498,692.9421,703.789,99.000046,590.4894,117.49097,190.13263,259.31287,46.874306,84.14554,46.874153,0.028804401,0.055094566,0.02880411,1.3223245,656.5981,7.934862,0.706217,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.044281498,0.00012895298,0.056540936,0.044195887,0.15601078,0.105466366,0.19399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
CWS,40.561874,15.739974,9.733147,0.0,220.0038,1571.9678,39.044918,8843.135,229.66924,0.0,225.60104,2959.562,41.47498,679.0579,709.789,102.000046,599.4894,117.49097,198.13261,261.31287,48.874302,87.14554,48.874153,0.02919106,0.055386566,0.02919077,2.322324,657.5981,13.93486,0.706217,0.70600224,-0.0045715524,2.4274926,1.296885,6.427547,2.7059999,7.5608125,0.018671742,0.00012895298,0.055321425,0.018586133,0.15235224,0.0786371,0.18912031,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,-0.0022875746,8.0
Shade,40.561874,15.739974,9.633146,0.0,216.82881,1539.9678,38.24492,8715.135,221.1718,0.0,228.60098,2951.562,42.47498,679.0579,689.789,99.000046,594.4894,114.49097,177.13261,239.31287,45.874302,85.14554,45.874153,0.028029768,0.055538516,0.028029477,1.3223245,656.5981,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.10601079,0.055466373,0.14399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
180solutions,42.561874,16.739973,9.586718,0.0,221.00023,1674.9678,39.665157,9297.135,225.34323,0.0,257.60104,3141.562,44.47498,730.0579,739.789,103.000046,637.4894,120.49097,198.13261,263.31287,55.874302,98.14554,55.874153,0.031186992,0.05801015,0.0311867,2.322324,657.5981,13.93486,0.706217,2.7060022,-0.0045715524,3.4274929,3.296885,7.427547,4.706,8.560812,0.060948167,0.00012895298,0.0732076,0.060862556,0.16156633,0.116577476,0.19399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
Maze,32.561874,10.739974,13.876897,0.0,270.46005,1384.0322,43.71133,8804.135,274.80304,0.0,149.60098,3014.562,34.47498,580.0579,851.789,86.000046,611.4894,123.49097,191.13261,265.31287,36.874302,68.14554,36.874153,0.023222728,0.046455026,0.023222435,0.32232407,-651.598,1.9348619,0.706217,0.70600224,0.004571553,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.024584528,-0.00012895299,0.036843967,0.024498919,0.15752594,0.09637546,0.20611957,137.98082,389.44562,221.19547,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Maze,41.561874,15.739974,10.304488,0.0,223.9654,1646.9678,39.935772,9211.135,228.30838,0.0,218.60104,3104.562,43.47498,681.9421,791.789,104.000046,635.4894,127.49097,195.13261,274.31287,47.874302,88.14554,47.874153,0.026828978,0.05280761,0.026828688,1.3223245,-650.59814,7.934862,0.706217,4.706002,-0.0045715524,5.4274926,5.296885,9.427547,6.706,10.560812,0.10297716,-0.00012895299,0.11523659,0.10289154,0.20166296,0.15764028,0.23312879,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
CWS,45.561874,18.739973,9.69148,0.0,210.07326,1724.9678,38.169918,9428.135,214.41624,0.0,251.60098,3124.562,47.47498,723.9421,796.789,112.000046,642.4894,133.49097,207.13261,280.31287,59.874302,104.14554,59.874153,0.032301202,0.05741665,0.03230091,1.3223245,-650.59814,7.934862,1.2937831,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.016020628,-0.00012895299,0.028280064,0.015935019,0.114706434,0.07068376,0.14617226,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Refroso,31.561876,12.739974,11.029114,0.0,208.26752,1206.9678,38.440887,6619.135,212.6105,0.0,134.60104,1908.4379,31.47498,455.94205,569.789,80.000046,406.4894,90.49097,106.13261,188.31287,40.874302,71.14554,40.874153,0.03127965,0.057899848,0.03127936,0.32232407,655.598,1.9348619,0.706217,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,5.5608125,0.025531499,0.00012895298,0.037790935,0.025445888,0.16226079,0.099216364,0.18149835,136.98082,385.44562,220.19547,25.982864,23.152489,114.15216,0.0,112.2814,87.67117,0.0022875748,8.0
Ako,37.561874,14.739974,10.320309,0.0,229.10448,1480.9678,39.705055,8559.135,233.44748,0.0,207.60098,2904.562,39.47498,686.9421,690.789,93.000046,584.4894,114.49097,177.13261,238.31287,44.874302,81.14554,44.874153,0.028553486,0.05507874,0.028553195,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.11411889,0.059520423,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Transponder,44.561874,15.739974,10.862692,0.0,222.9288,1748.9678,39.56992,8639.865,232.16714,0.0,269.60104,3186.562,46.52502,722.0579,909.789,109.000046,694.4894,130.49097,213.13261,292.31287,55.874302,98.14554,55.874153,0.029644419,0.055267796,0.029644126,56.322323,17864.402,337.93488,9.372885,0.70600224,-0.0045715524,2.4274926,1.296885,6.427547,2.7059999,7.5608125,0.016503721,0.00012895298,0.037903506,0.01641811,0.13934411,0.072133034,0.17177613,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,123.2814,85.67117,0.0022875748,8.0
Ako,39.561874,15.739974,9.876095,0.0,220.65958,1506.9678,38.36479,8662.135,230.48233,0.0,207.60098,2905.562,40.47498,661.0579,691.789,96.000046,594.4894,189.49097,175.13261,238.31287,44.874302,82.14554,44.874153,0.028077172,0.05487751,0.02807688,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,1.4274927,0.296885,5.427547,1.7059996,6.5608125,-0.005718501,-0.00012895299,0.019100089,-0.0058041126,0.1342159,0.05674842,0.17348553,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Ako,52.561874,21.739975,8.542762,0.0,191.2365,1750.0322,34.85838,8671.865,214.6016,0.0,331.60104,3171.562,50.52502,716.0579,830.789,115.000046,701.4894,136.49097,206.13261,306.31287,47.874302,94.14554,47.874153,0.024348412,0.051463116,0.024348121,102.322334,22334.402,613.9349,14.56336,-0.29399785,-0.0045715524,5.4274926,0.296885,9.427547,1.7059996,10.560812,-0.005718501,0.00012895298,0.08961291,-0.0058041126,0.1790877,0.043927908,0.20553681,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,-0.0022875746,8.0
Reconyc,43.561874,16.739973,9.669775,0.0,215.89392,1692.9678,39.174572,9286.135,225.08133,0.0,226.60104,3105.562,44.47498,666.0579,761.789,107.000046,651.4894,130.49097,198.13261,275.31287,47.874302,89.14554,47.874153,0.026160255,0.052145623,0.026159963,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,1.4274927,0.296885,5.427547,1.7059996,6.5608125,-0.005718501,0.00012895298,0.029796747,-0.0058041126,0.12228985,0.051978,0.15678905,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Emotet,37.561874,14.739974,10.266254,0.0,228.07745,1477.9678,39.623974,8521.135,232.42046,0.0,202.60104,2897.562,39.47498,679.9421,685.789,93.000046,586.4894,114.49097,175.13261,237.31287,44.874302,81.14554,44.874153,0.028614128,0.055190157,0.028613837,1.3223245,656.5981,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.11411889,0.059520423,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,118.2814,85.67117,0.0022875748,8.0
Scar,40.561874,15.739974,9.908147,0.0,221.2538,1576.9678,39.169918,8892.135,225.5968,0.0,230.60098,2994.562,42.47498,700.0579,715.789,99.000046,607.4894,117.49097,178.13261,245.31287,48.874302,88.14554,48.874153,0.029152581,0.055956364,0.02915229,1.3223245,656.5981,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.10601079,0.055466373,0.14399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Shade,43.561874,16.739973,10.018612,0.0,224.73112,1728.9678,40.01178,9665.135,229.07413,0.0,276.60104,3254.562,45.47498,739.0579,803.789,108.000046,658.4894,129.49097,205.13261,288.31287,59.874302,102.14554,59.874153,0.032320216,0.05824292,0.032319926,16.322325,732.5981,97.93486,4.206217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,-0.00012895299,0.0065409346,-0.0058041126,0.09903404,0.051978,0.13353324,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,-0.0022875746,8.0
Reconyc,41.561874,15.739974,9.572781,0.0,214.84344,1571.9678,38.106506,7678.865,219.18643,0.0,234.60098,2974.562,43.47498,671.0579,708.789,105.000046,592.4894,117.49097,192.13261,261.31287,49.874306,90.14554,49.874153,0.029811604,0.05533283,0.029811313,1.3223245,656.5981,7.934862,1.2937831,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.018091023,0.00012895298,0.03035046,0.018005412,0.1250584,0.07689494,0.16066502,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Gator,41.561874,15.739974,10.524,0.0,224.67271,1645.9678,39.911385,9240.135,229.0157,0.0,221.60104,3119.562,43.47498,680.9421,814.789,104.000046,633.4894,127.49097,197.13261,274.31287,48.874302,89.14554,48.874153,0.02743175,0.053410385,0.027431458,1.3223245,-650.59814,7.934862,0.706217,2.7060022,-0.0045715524,3.4274929,3.296885,7.427547,4.706,8.560812,0.062463317,-0.00012895299,0.07472275,0.062377706,0.16510169,0.11910273,0.1985438,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
Shade,38.438126,16.739973,9.235069,0.0,176.76215,1343.9678,33.045464,6951.135,189.988,0.0,166.60104,2032.562,37.47498,496.05795,592.789,92.000046,420.4894,99.49097,162.13261,208.31287,38.874302,75.14554,38.874153,0.026610725,0.055244245,0.026610434,0.32232407,-651.598,1.9348619,0.706217,-0.29399785,-0.0045715524,2.4274926,-0.296885,6.427547,1.7059996,6.5608125,-0.005718501,0.00012895298,0.057822987,0.0058041154,0.15985693,0.05674842,0.17348553,136.98082,385.44562,220.19547,25.982864,23.152489,114.15216,0.0,116.2814,87.67117,0.0022875748,8.0
Pysa,44.561874,16.739973,9.953601,0.0,214.72426,1716.9678,38.842648,9436.135,219.06726,0.0,242.60098,3170.562,46.47498,677.0579,819.789,110.000046,649.4894,127.49097,199.13261,276.31287,49.874306,93.14554,49.874153,0.026831068,0.05353992,0.026830776,1.3223245,656.5981,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.09691987,0.050920915,0.13036199,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
