Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Trojan-Scar-df5d3bf13dfce228f328f746372b2d71-2.raw,32.561874,12.739974,12.626897,0.0,208.39755,1144.0322,37.35117,6818.1343,212.74055,0.0,990.399,1868.4379,33.52502,418.05795,695.789,82.000046,396.4894,99.49097,105.13259,193.31287,37.874302,69.14554,37.874153,0.028804403,0.05624968,0.02880411,0.32232597,655.5981,1.9348733,0.7062172,-0.29399762,0.004571553,0.42749238,-0.29688478,4.4275465,1.7060001,4.560813,-0.001143699,-0.00012895299,-0.006540929,0.005804108,0.13101079,0.067966364,0.15024835,136.98082,385.44562,220.19547,25.982864,23.152489,114.15216,0.0,116.2814,88.67117,0.9977128,8.0
Spyware-Gator-2b73948eeb2f66ee832a12bf9c32d8133c3b374dca0523b329e385fc54337d96-4.raw,45.561874,18.739973,9.647036,0.0,209.25102,1710.9678,37.858807,9391.135,213.59401,0.0,253.60104,3111.562,47.47498,725.9421,790.789,112.000046,634.4894,133.49097,207.1326,280.31287,59.874302,104.14554,59.874153,0.03256941,0.05788832,0.032569114,1.322326,-650.59814,7.93487,1.2937831,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,-3.2510533e-12,0.006540931,-0.005804109,0.09489966,0.04991081,0.12733169,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Trojan-Reconyc-2d69c26f2c2c775fa596b9396f298c17-6.raw,39.561874,14.739974,10.055582,0.0,223.40317,1549.9678,39.467354,8768.134,227.74615,0.0,301.88083,2951.562,41.47498,648.0464,711.789,101.000046,588.4894,120.49097,191.1326,260.31287,46.874302,85.14554,46.874153,0.02818999,0.054621384,0.028189698,1.322326,133.71967,7.93487,0.8824869,4.7060027,-0.0045715524,5.427492,5.296885,9.4275465,6.7060003,10.560813,0.10791786,0.00012895298,0.12017729,0.108993076,0.21055624,0.16455728,0.24399836,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
Trojan-Refroso-65f515e5741ef6c2e30227bd82252e5e-2.raw,39.561874,14.739974,10.850454,0.0,230.94162,1583.9678,40.33915,9062.135,235.28462,0.0,219.60098,3049.562,41.47498,648.0232,800.789,100.000046,624.4894,121.49097,191.1326,266.31287,48.874302,87.14554,48.874153,0.028531615,0.05419395,0.028531322,1.322326,-258.43933,7.93487,0.7062172,4.7060027,-0.0045715524,5.427492,5.296885,9.4275465,6.7060003,10.560813,0.10791786,0.00012895298,0.12017729,0.10783225,0.21055624,0.16455728,0.24399836,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Spyware-Gator-ff7596afd7dd7417f96118001c2c2b5505510de0efd79afc5c7f6579b0ab047e-2.raw,39.561874,14.739974,10.876095,0.0,230.76215,1583.9678,40.33915,9055.135,235.10513,0.0,219.60098,3045.562,41.47498,648.0232,800.789,100.000046,624.4894,121.49097,191.1326,266.31287,48.874302,87.14554,48.874153,0.028531615,0.05419395,0.028531322,1.322326,-127.71973,7.93487,0.7062172,3.7060025,-0.0045715524,4.4274926,4.296885,8.4275465,5.706,9.560813,0.087304756,0.00012895298,0.09956419,0.08721915,0.19205728,0.14500125,0.2265565,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Ransomware-Ako-0b97d659423040d70a076fd88447292a0e4d185a5d1efc59b4ed9b1b11f7fc9e-2.raw,41.561874,15.739974,10.377659,0.0,222.25807,1629.9678,39.521137,9142.135,231.8468,0.0,227.60098,3060.562,42.47498,654.0579,796.78894,103.000046,634.4894,121.49097,194.13261,268.31287,48.874302,88.14554,48.874153,0.027725063,0.053344306,0.02772477,1.322326,-127.71973,7.93487,0.7062172,1.7060022,-0.0045715524,3.4274929,2.118754,7.427547,3.7059996,8.560812,0.04079313,0.00012895298,0.07630837,0.045350805,0.16880147,0.09848963,0.20330068,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,123.2814,86.67117,-0.0018300596,8.0
Trojan-Zeus-0f031149964d8aa84e5e49b22373b5d780521e19d1129001a117842293be00af-5.raw,40.561874,15.739974,9.933146,0.0,221.4288,1587.9678,39.44492,8899.135,225.7718,0.0,217.60104,2997.562,42.47498,669.9652,723.789,102.000046,596.4894,124.49097,192.1326,269.31287,46.874302,86.14554,46.874153,0.027367765,0.053732973,0.027367473,1.322326,-258.43933,7.93487,0.7649738,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.064048946,0.00012895298,0.07630837,0.06396333,0.16880147,0.12174543,0.20330068,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
Trojan-Refroso-8ad71435f04e9259c8e1f704c1678a5e-9.raw,39.561874,16.739973,9.97866,0.0,221.45445,1549.9678,38.78345,8692.134,225.79744,0.0,214.60104,2828.8877,41.47498,694.9421,698.78894,97.60003,596.4894,120.49097,176.1326,244.31285,46.874302,85.14554,46.874153,0.02845564,0.05511136,0.028455347,5.3223243,161.71967,31.93486,1.4562169,-0.11759899,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,6.560813,-0.005718497,0.00012895298,2.723015e-09,-0.005804109,0.10857488,0.056748413,0.17348553,137.98082,389.44562,221.0391,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Trojan-Zeus-1ed1118d78129c5f249b900d47095740539f911c0932086c550807b2f36e6488-9.raw,37.561874,14.739974,10.347336,0.0,228.50989,1478.9678,39.651,8537.134,232.85287,0.0,205.60104,2896.562,39.47498,658.0348,685.78894,93.000046,586.4894,114.49097,176.1326,237.31287,44.874302,81.14554,44.874153,0.028553488,0.05507874,0.028553195,1.322326,-258.43933,7.93487,0.7062172,0.7060025,-0.0045715524,1.4274927,1.296885,5.427547,2.706,6.560813,0.020597292,0.00012895298,0.03285672,0.020511681,0.13758974,0.08441374,0.17820887,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Spyware-Gator-1ac22520479b545ff85bf982ffe5f22030d2c43b565df428f658c51834f7b632-2.raw,46.561874,18.739973,10.049451,0.0,212.14618,1768.9678,38.30905,9720.135,216.4892,0.0,258.60098,3223.562,48.47498,725.9421,868.789,114.000046,671.4894,136.49097,212.1326,285.31287,61.874302,107.14554,61.874153,0.032527614,0.05752667,0.032527324,1.322326,-650.59814,7.93487,1.2937831,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,-0.00012895299,0.006540931,-0.005804109,0.0929673,0.048944626,0.124433145,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Trojan-Refroso-1e9bf247eef06e741ec1643ce3f93c0e-5.raw,40.561874,15.739974,10.033147,0.0,222.20381,1589.9678,39.49492,8930.135,226.5468,0.0,220.60098,3006.562,42.47498,669.9768,729.78894,102.000046,598.4894,124.49097,192.1326,269.31287,47.874302,87.14554,47.874153,0.027941557,0.05426069,0.027941266,1.322326,-519.8788,7.93487,0.7649738,3.7060025,-0.0045715524,4.4274926,4.296885,8.4275465,5.706,9.560813,0.085190594,0.00012895298,0.09745002,0.08510499,0.18782896,0.14183,0.22127108,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Trojan-Emotet-1bebcd4e976966b6092f1bcebfae55690ee78a58d16e1683b4f1c9625edc6b4a-4.raw,41.561874,15.739974,10.206927,0.0,222.89223,1638.9678,39.74065,9167.135,227.23521,0.0,223.60098,3091.562,43.47498,667.0,768.78894,104.000046,632.4894,127.49097,196.1326,274.31287,49.874302,90.14554,49.874153,0.02817472,0.05427018,0.02817443,1.322326,133.71967,7.93487,0.7649738,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.06246332,0.00012895298,0.07472275,0.06237771,0.16510169,0.11910273,0.1985438,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,87.67117,0.0022875748,8.0
Ransomware-Maze-074bd82769f9ae3d19df651868d5df03bd86376e0e070d34ff1f5eb686d2e31b-6.raw,39.561874,14.739974,10.132505,0.0,224.3006,1554.9678,39.595562,8803.134,228.6436,0.0,215.60098,2970.562,41.47498,649.0579,720.78894,101.000046,590.4894,120.49097,191.1326,264.31287,45.874302,84.14554,45.874153,0.02741546,0.053736206,0.027415168,1.322326,133.71967,7.93487,0.8237303,4.7060027,-0.0045715524,5.427492,5.296885,9.4275465,6.7060003,10.560813,0.10791786,0.00012895298,0.12017729,0.108993076,0.21055624,0.16455728,0.24399836,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,0.0022875748,8.0
Spyware-Gator-0f4646281963c5255ba185678fdbf57e9e6f9ae2c8fdae688922b55e4fd60b66-9.raw,41.561874,15.739974,9.6703415,0.0,217.1849,1583.9678,38.39919,8006.5195,221.5279,0.0,241.60104,2992.562,43.47498,692.0579,744.78894,105.000046,596.4894,117.49097,192.1326,262.31287,49.874302,90.14554,49.874153,0.02967468,0.056050956,0.029674388,2.322324,657.5981,13.934862,1.0,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.004643286,0.10357175,0.054246854,0.14033982,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Trojan-Scar-be90d7bee68833d515c426183f68dc92-1.raw,40.561874,15.739974,11.408147,0.0,232.1788,1635.9678,40.64492,9329.135,236.5218,0.0,226.60104,3097.4497,42.47498,671.9768,865.78894,103.000046,645.4894,124.49097,192.1326,269.31287,51.874302,90.14554,51.874153,0.029386109,0.05427018,0.029385816,4.3223243,346.43933,25.934862,1.2062169,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.064048946,0.00012895298,0.07630837,0.06396333,0.16880147,0.12174543,0.20330068,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Ransomware-Ako-0b0807ff66db29ec83c1813b5c2724b29bc3a4d1e6dd76d74b9ce81b12bb4557-10.raw,37.561874,14.739974,10.428416,0.0,229.0234,1484.9678,39.813164,8556.134,233.3664,0.0,210.60104,2898.562,39.47498,658.0579,689.78894,93.000046,586.4894,114.49097,176.1326,237.31287,44.874302,81.14554,44.874153,0.028493093,0.054967787,0.0284928,1.322326,-258.43933,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.11411888,0.059520416,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,86.67117,0.0022875748,8.0
Trojan-Emotet-0eabd24d82b8cd6ca9fb556531c07030ad451ff532aab42a47e26e5ef8223ffe-3.raw,44.561874,16.739973,9.817238,0.0,213.2697,1689.9678,38.22901,9372.135,217.6127,0.0,243.60098,3142.562,46.47498,678.0579,792.789,110.000046,640.4894,130.49097,197.1326,276.31287,48.874302,92.14554,48.874153,0.026716003,0.053848118,0.02671571,1.322326,656.5981,7.93487,0.8824869,0.7060025,-0.0045715524,1.4274927,1.296885,5.427547,2.706,6.560813,0.016503725,0.00010316238,0.02876315,0.016418116,0.11712189,0.07213303,0.14955391,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Ransomware-Pysa-4e929ca90abb08b797f3a246e0e54552db366ddaff519d5342103e11d3f97a92-9.raw,37.561874,14.739974,10.40139,0.0,229.56393,1485.9678,39.84019,8576.134,233.90694,0.0,213.60104,2903.562,39.47498,661.0463,694.78894,93.000046,586.4894,114.49097,177.1326,237.31287,44.874302,81.14554,44.874153,0.028432947,0.054857284,0.028432654,1.322326,-389.15906,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.11411888,0.059520416,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,86.67117,0.0022875748,8.0
Spyware-Transponder-1af8688040411f9423bf0daac3d4bddd91f53256d313727c919d8611b8093c82-2.raw,42.561874,15.739974,10.253385,0.0,218.76213,1624.9678,38.47468,8044.8657,223.10513,0.0,244.60098,3089.562,43.47498,657.0579,807.789,105.000046,632.4894,121.49097,192.1326,267.31287,49.874302,91.14554,49.874153,0.028387582,0.055270556,0.028387291,1.322326,656.5981,7.93487,0.8237303,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,6.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.101248875,0.053085413,0.16066502,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Ransomware-Pysa-4c9b7802d2037b704ccb0b57124e44b3b5ff0efcbccb827ceaac47289b07d6cb-2.raw,39.561874,14.739974,10.824813,0.0,230.7365,1583.9678,40.33915,9054.135,235.0795,0.0,217.60104,3041.562,41.47498,650.0348,795.78894,100.000046,624.4894,121.49097,193.1326,266.31287,47.874302,86.14554,47.874153,0.027923487,0.053600732,0.027923195,1.322326,-650.59814,7.93487,0.7062172,4.7060027,-0.0045715524,5.427492,5.296885,9.4275465,6.7060003,10.560813,0.10791786,0.00012895298,0.12017729,0.10783225,0.21055624,0.16455728,0.24399836,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Trojan-Zeus-1cb377acf6b625290dd1ce651799fb7419034f7c929a33d20eda2b1baf14b824-2.raw,39.561874,14.739974,10.773531,0.0,229.91599,1581.9678,40.28787,9022.135,234.25899,0.0,212.60098,3039.562,41.47498,646.0232,794.78894,100.000046,624.4894,121.49097,191.1326,266.31287,47.874302,86.14554,47.874153,0.02795965,0.05366677,0.027959358,1.322326,395.15894,7.93487,0.7062172,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.065710075,0.00012895298,0.0779695,0.06562447,0.17267744,0.12451398,0.20828407,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,0.0022875748,8.0
Spyware-Gator-2baaf41b221fdd1813d527d670a3d772f3143e2758bd1cac1c8163eab095a5aa-2.raw,35.561874,13.739974,11.958146,0.0,198.65736,1288.9678,36.455635,7062.1343,203.00035,0.0,168.60098,2110.562,35.47498,448.05792,716.789,88.000046,407.4894,96.49097,111.13259,198.31285,43.874302,78.14554,43.874153,0.03148385,0.058015272,0.03148356,1.322326,656.5981,7.93487,0.7649738,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,6.560813,0.048335552,0.00012895298,0.06059499,0.04824994,0.16817294,0.11357447,0.18318754,136.98082,385.44562,219.80453,25.982864,23.152489,114.15216,0.0,115.2814,87.67117,0.0022875748,8.0
Spyware-Transponder-0a15909f0100b3a498f08f2d90cd85ac1061b91fc0e22f347956fedd66bbd0f3-2.raw,39.561874,14.739974,10.876095,0.0,230.96727,1583.9678,40.33915,9063.135,235.31026,0.0,219.60098,3049.562,41.47498,645.0348,802.789,100.000046,624.4894,121.49097,192.1326,266.31287,48.874302,87.14554,48.874153,0.028531615,0.05419395,0.028531322,1.322326,264.43933,7.93487,0.7062172,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.065710075,0.00012895298,0.0779695,0.06562447,0.17267744,0.12451398,0.20828407,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Spyware-TIBS-92a05114ea36ed4ce64ac63d8b6472026537aedd164228ba9c18a95a44d4cbc3-2.raw,21.438126,7.7399735,16.7036,0.0,256.8379,901.0322,41.884624,4775.8657,261.18088,0.0,55.60098,1761.562,22.47498,330.05792,629.789,62.000046,381.7064,86.49097,86.13259,177.31285,25.874302,47.14554,25.874151,0.024179803,0.047991097,0.02417951,-0.6776745,-652.598,-4.06513,0.7062172,-0.29399762,0.004571553,0.42749238,-0.29688478,4.4275465,1.7060001,4.560813,-0.005718497,-0.00012895299,0.006540931,0.005804108,0.18782896,0.09637546,0.22127108,136.98082,385.44562,220.19547,25.982864,23.152489,113.87827,0.0,113.77488,87.67117,0.0022875748,8.0
Trojan-Scar-3eb26a3f39ea816cea88afe6ece4fc48-7.raw,37.561874,14.739974,10.293282,0.0,228.40178,1477.9678,39.623974,8533.134,232.74477,0.0,207.60098,2895.562,39.47498,659.0348,685.78894,93.000046,584.4894,114.49097,176.1326,237.31287,43.874302,80.14554,43.874153,0.027967412,0.0545774,0.02796712,1.322326,-127.71973,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.11411888,0.059520416,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Spyware-180solutions-0e87caf635c95be1300fa5e466b24069d274c33a9be7c177ef8e5e045a1db1e4-7.raw,41.561874,15.739974,9.47522,0.0,212.1605,1537.9678,37.277237,8496.48,221.4968,0.0,225.60104,2946.562,42.47498,673.0579,699.789,98.000046,594.4894,117.49097,176.1326,239.31285,45.874302,85.14554,45.874153,0.027934983,0.055359717,0.027934693,1.322326,-389.15906,7.93487,0.7062172,1.7060022,-0.0045715524,3.4274929,2.296885,7.427547,3.7059996,8.560812,0.04079313,0.00012895298,0.07630837,0.040707517,0.16880147,0.09848963,0.20330068,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.00045751495,8.0
Spyware-CWS-0b115f358b60e20039b548ef6099503861e5bbab23dc4adb5adfd95cab795481-1.raw,42.561874,15.739974,11.086718,0.0,226.11928,1686.9678,39.95087,9512.135,230.46228,0.0,243.60098,3179.562,44.47498,673.0579,881.789,106.000046,651.4894,124.49097,193.1326,272.31287,50.874302,92.14554,50.874153,0.027891092,0.053848118,0.0278908,1.322326,656.5981,7.93487,0.7062172,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.039736044,0.00012895298,0.051995482,0.039650433,0.14237443,0.09637546,0.17581654,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,-0.0018300596,8.0
Ransomware-Maze-05de13a03d51b77d42b8d099be5b06b5a0303428775f1c634267a40eb61e5950-2.raw,44.561874,16.739973,10.021783,0.0,214.90607,1714.9678,38.79719,9444.135,219.24907,0.0,241.60104,3180.562,46.47498,675.0579,829.78894,110.000046,641.4894,127.49097,198.1326,277.31287,48.874302,92.14554,48.874153,0.026300507,0.053052485,0.026300214,2.322324,265.43933,13.934862,0.7062172,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.05811129,0.00012895298,0.07037072,0.05802568,0.15494695,0.111849345,0.18548772,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,-0.00045751492,8.0
Trojan-Reconyc-2b142449171a96922ed1eb20442e9f47-2.raw,39.561874,14.739974,10.799172,0.0,230.83907,1584.9678,40.36479,9058.135,235.18205,0.0,220.60098,3046.562,41.47498,650.0232,795.78894,100.000046,624.4894,121.49097,192.1326,266.31287,48.874302,87.14554,48.874153,0.028513197,0.054160643,0.028512906,1.322326,-127.71973,7.93487,0.7062172,3.7060025,-0.0045715524,4.4274926,4.296885,8.4275465,5.706,9.560813,0.087304756,0.00012895298,0.09956419,0.08721915,0.19205728,0.14500125,0.2265565,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Spyware-180solutions-0a251a5f6bbd889ad0b19dcd6e0aade4e102c61e2dbb96a75cac822cf809b37e-1.raw,42.561874,15.739974,11.181956,0.0,226.57167,1678.9678,39.760395,8605.52,236.13765,0.0,238.60098,3139.562,43.47498,656.0579,898.789,105.000046,680.4894,127.49097,199.1326,286.31287,48.874302,89.14554,48.874153,0.026895637,0.052418,0.026895346,49.322327,647.4019,295.93488,9.906218,6.706002,-0.0045715524,8.427492,7.296885,12.4275465,8.705999,13.560813,0.13713865,0.00012895298,0.16064894,0.13705304,0.25090873,0.18913983,0.27971265,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.00091502984,8.0
Trojan-Zeus-0e4adc58fe838fbb6ce304294c659557b801666f44876e1e3629a832b539b63c-4.raw,40.561874,15.739974,10.108147,0.0,222.6788,1595.9678,39.64492,8949.135,227.0218,0.0,225.60104,3010.562,42.47498,666.9884,735.78894,102.000046,596.4894,124.49097,193.1326,269.31287,46.874302,86.14554,46.874153,0.027138814,0.053305604,0.027138524,1.322326,-650.59814,7.93487,0.7062172,4.7060027,-0.0045715524,5.427492,5.237508,9.4275465,6.7060003,10.560813,0.10539261,0.00012895298,0.11765204,0.10762864,0.20601079,0.16102192,0.23844281,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,123.2814,86.67117,0.0022875748,8.0
Trojan-Refroso-11efbb3a3c888fbd396ce7547d3db1d1-1.raw,39.561874,14.739974,11.594044,0.0,234.35188,1601.9678,40.80069,9195.135,238.69487,0.0,225.60104,3082.562,41.47498,646.0348,853.789,100.000046,630.4894,121.49097,192.1326,266.31287,48.874302,87.14554,48.874153,0.0282036,0.053600732,0.028203307,1.322326,-650.59814,7.93487,0.7062172,4.7060027,-0.0045715524,5.427492,5.296885,9.4275465,6.7060003,10.560813,0.10791786,0.00012895298,0.12017729,0.10783225,0.21055624,0.16455728,0.24399836,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,123.2814,85.67117,0.0022875748,8.0
Ransomware-Pysa-3abe125fda0618b090241c5a9e00c7d1dbc67df2964c7cabc14c235b24113e92-9.raw,40.561874,15.739974,9.758146,0.0,216.8788,1545.9678,38.39492,8717.134,221.2218,0.0,224.60098,2951.562,42.47498,676.0579,698.78894,99.000046,600.4894,114.49097,177.1326,239.31285,44.874302,84.14554,44.874153,0.027279677,0.05470441,0.027279384,1.322326,264.43933,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.10601078,0.055466365,0.14399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Spyware-Transponder-0b4e56c7054e9292c6f5806fcd68c05f888a3b80566b3c0cd97ec3ddd33ef81c-8.raw,37.561874,14.739974,10.2122,0.0,228.56393,1477.9678,39.623974,8539.134,232.90694,0.0,204.60098,2889.562,39.47498,664.0348,684.78894,93.000046,584.4894,114.49097,176.1326,237.31287,43.874302,80.14554,43.874153,0.027848866,0.05435724,0.027848573,1.322326,-650.59814,7.93487,0.7062172,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.04556355,0.00012895298,0.057822987,0.045477938,0.15985693,0.10803047,0.19912656,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Spyware-Transponder-0e17e5300db80221525246f1fe472dfed53e2bb93aa891d8f0a438e551c03f0d-2.raw,60.561874,22.739973,7.674813,0.0,166.39546,1729.9678,28.853252,9773.135,226.72635,0.0,454.60104,3142.562,46.47498,695.0579,870.789,110.000046,660.4894,127.49097,202.1326,287.31287,49.874302,93.14554,49.874153,0.02687921,0.05363119,0.026878918,63.322323,9859.402,379.93488,10.539551,15.706002,-0.0045715524,32.42749,16.296886,36.427547,17.706,37.560814,0.20480782,0.00012895298,0.4262855,0.2047222,0.479695,0.24230848,0.49399838,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Ransomware-Shade-4b1ab9178335e76d21ed426ee0fc4e4d595c1ce48f673ddb1549f5c3a300557f-2.raw,42.22475,15.739974,10.348622,0.0,288.1907,1642.9678,38.90325,10960.865,292.5337,0.0,3113.6013,3108.562,44.47498,662.0579,817.789,106.000046,632.4894,121.49097,192.1326,268.31287,49.874302,91.14554,49.874153,0.028069446,0.05468068,0.028069153,1.322326,656.5981,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.101248875,0.053085413,0.1368555,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Ransomware-Ako-0c610de413a1702512299482b2d19ee3c0c895ae3f5155a4a598488743422b79-1.raw,44.561874,15.739974,10.726328,0.0,221.58789,1740.9678,39.3881,8580.865,230.79506,0.0,243.60098,3176.562,46.52502,716.0579,902.789,109.000046,694.4894,130.49097,211.1326,290.31287,54.874302,97.14554,54.874153,0.029232189,0.05497711,0.029231897,46.322323,1441.598,277.93488,7.7062173,1.1763986,-0.0045715524,2.4274926,1.296885,6.427547,2.706,7.5608125,0.016503725,2.5790596e-05,0.05098538,0.016418116,0.13934411,0.07213303,0.17177613,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,123.2814,85.67117,0.0022875748,8.0
Trojan-Emotet-0fddae56ece7e007735bdb149ff2a98e990884141790889f036b986aef00f481-6.raw,42.561874,15.739974,9.96767,0.0,218.1907,1647.9678,39.0223,8020.8657,222.5337,0.0,245.60104,3071.562,44.47498,691.0579,760.78894,108.000046,614.4894,126.49097,194.13261,269.31287,49.874302,91.14554,49.874153,0.028192341,0.054908548,0.028192049,8.322324,658.5981,49.93486,0.95621693,3.7060025,-0.0045715524,4.4274926,4.296885,8.4275465,5.706,9.560813,0.081238024,0.00012895298,0.09349745,0.08115242,0.17992382,0.13590115,0.21138966,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,-0.0022875746,8.0
