Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Spyware-Transponder-1a86e0e0f61a24cfe64ef34b9752dd8622e0a6b39c219dc2975a4af32f8f85e6-6.raw,39.561874,14.739974,10.106865,0.0,223.7365,1554.9678,39.595562,8781.135,228.0795,0.0,217.60104,2960.562,41.47498,674.9421,712.789,101.000046,588.4894,120.49097,191.13261,264.31287,45.874302,84.14554,45.874153,0.027451947,0.053804204,0.027451655,1.3223245,-650.59814,7.934862,0.706217,5.706002,-0.0045715524,6.427493,6.296885,10.427547,7.706,11.560812,0.12761484,0.00012895298,0.13987426,0.12752922,0.22823301,0.18324414,0.26066503,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,0.0022875748,8.0
Ransomware-Ako-0c90bf85a006b728c2ed0a16958a8a65114f9ee818eb186fa4be8498843308cc-6.raw,38.561874,14.739974,10.342357,0.0,227.98145,1520.9678,39.727814,8732.135,232.32443,0.0,211.60098,2959.562,40.47498,662.0579,710.789,95.000046,592.4894,117.49097,177.13261,247.31287,45.874302,83.14554,45.874153,0.0280488,0.054258626,0.028048508,1.3223245,-650.59814,7.934862,0.706217,2.7060022,-0.0045715524,3.4274929,3.296885,7.427547,4.706,8.560812,0.06745223,0.00012895298,0.07971167,0.067366615,0.1767425,0.1274176,0.21351054,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
Trojan-Reconyc-e5aef70efbc2c8e8ca5e6f1f8904ee45-10.raw,40.561874,15.739974,9.733147,0.0,217.40381,1547.9678,38.44492,8738.135,221.7468,0.0,229.60104,2956.562,42.47498,677.0579,696.789,99.000046,594.4894,114.49097,179.13261,241.31287,46.874306,86.14554,46.874153,0.028551694,0.055942975,0.028551402,1.3223245,656.5981,7.934862,0.706217,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.018671742,0.00012895298,0.030931178,0.018586133,0.12796201,0.0786371,0.16473006,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,87.67117,0.0022875748,8.0
Trojan-Scar-2ef17dfb7efe7c78ed63f92fcb7a838a-1.raw,42.561874,15.739974,11.420052,0.0,230.9288,1699.9678,40.260395,9714.135,235.2718,0.0,259.60098,3299.562,44.47498,702.0579,901.789,106.000046,650.4894,124.49097,196.13261,289.31287,51.874302,93.14554,51.874153,0.02823896,0.053999458,0.028238669,1.3223245,656.5981,7.934862,0.706217,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.017537313,0.00012895298,0.029796747,0.017451704,0.12228985,0.07523381,0.15678905,137.98082,389.44562,221.19547,25.982864,24.152489,116.15216,0.0,125.2814,86.67117,0.0022875748,8.0
Ransomware-Shade-791eddf66c30ff4a00be877bda00cf4dcde9168b7158d06d5a3e1780229f7b9e-9.raw,37.561874,14.739974,10.320309,0.0,228.96935,1484.9678,39.813164,8554.135,233.31235,0.0,212.60098,2897.562,39.47498,658.0579,689.789,93.000046,586.4894,114.49097,176.13261,237.31287,44.874302,81.14554,44.874153,0.028452968,0.054894067,0.028452676,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.11411889,0.059520423,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,85.67117,0.0022875748,8.0
Spyware-180solutions-0f448571c8c8bcd24f204cfa67e6da7065adfa8badcb5141ef1ac11ce587ae5d-1.raw,42.561874,15.739974,10.896242,0.0,222.76215,1653.9678,39.165157,9371.135,227.10513,0.0,245.60104,3139.562,44.47498,669.0579,863.789,106.000046,638.4894,121.49097,193.13261,268.31287,52.874302,94.14554,52.874153,0.029622078,0.056026004,0.029621786,2.322324,657.5981,13.93486,0.706217,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.017537313,0.00012895298,0.029796747,0.017451704,0.12228985,0.07523381,0.15678905,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Ransomware-Pysa-0fea9407522534652928f7e61d9a06422abef34f3cfdd9fce05a8a72e0c9a868-1.raw,41.561874,15.739974,11.060586,0.0,225.86783,1626.9678,39.447968,9290.135,235.5468,0.0,224.60098,3101.562,42.47498,657.0579,857.789,103.000046,642.4894,121.49097,199.13261,268.31287,49.874306,89.14554,49.874153,0.028369725,0.054017935,0.028369432,1.3223245,-650.59814,7.934862,0.706217,2.7060022,-0.0045715524,4.4274926,3.296885,8.427547,4.706,9.560812,0.062463317,0.00012895298,0.097450025,0.062377706,0.18782896,0.11910273,0.22127108,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Ransomware-Shade-2a594ec1e9b5644ea3692e5ec02b17b15c302af5495f60eacf3a1214b5aa4e67-8.raw,37.561874,14.739974,10.320309,0.0,229.96935,1482.9678,39.75911,8591.135,234.31235,0.0,208.60098,2911.562,39.47498,688.9421,694.789,93.000046,584.4894,114.49097,179.13261,238.31287,44.874302,81.14554,44.874153,0.028452968,0.054894067,0.028452676,1.3223245,-650.59814,7.934862,0.706217,3.7060022,-0.0045715524,4.4274926,4.296885,8.427547,5.706,9.560812,0.09184247,0.00012895298,0.10410191,0.091756865,0.20113273,0.15180783,0.2379008,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Trojan-Zeus-1a9258bea1c8c87ab7c7db2665ad1da464f409b2da7eac65701d49b2628f70e7-1.raw,39.561874,14.739974,11.619685,0.0,234.40317,1601.9678,40.80069,9197.135,238.74615,0.0,223.60098,3085.5623,41.47498,669.9421,854.789,100.000046,630.4894,121.49097,192.13261,266.31287,47.874302,86.14554,47.874153,0.027602052,0.053013764,0.02760176,1.3223245,-650.59814,7.934862,0.706217,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.043061987,0.00012895298,0.055321425,0.042976376,0.15235224,0.103027344,0.18912031,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,123.2814,86.67117,0.0022875748,8.0
Spyware-TIBS-af805743ac482307f74a310038028b3337486e2d47bbf62da21f38793921b86f-1.raw,44.561874,17.739973,11.04451,0.0,230.63335,1828.9678,40.24826,10136.135,234.97635,0.0,260.60104,3314.562,46.47498,812.0579,922.789,110.000046,670.4894,132.49097,238.13261,292.31287,56.874302,100.14554,56.874153,0.028831162,0.053942125,0.02883087,3.322324,-632.598,19.934862,0.95621693,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.03775976,0.00012895298,0.050019197,0.037674148,0.13644557,0.09242289,0.1679114,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Ransomware-Pysa-49fcc87010fb2fc39a1f25d5beb8164cfe6fe60b20768ddd0957d902a81eb1cf-8.raw,37.561874,14.739974,10.40139,0.0,228.7261,1479.9678,39.67803,8545.135,233.06909,0.0,205.60104,2896.562,39.47498,683.9421,688.789,93.000046,586.4894,114.49097,176.13261,237.31287,44.874302,81.14554,44.874153,0.028573673,0.05511583,0.02857338,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.11411889,0.059520423,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Trojan-Reconyc-d92c76743b3f557e40b4c02af9a4d00f-10.raw,37.561874,14.739974,10.185174,0.0,222.86124,1467.9678,39.353703,8329.135,233.04958,0.0,205.60104,2766.562,37.47498,646.9421,678.789,92.000046,583.4894,111.49097,157.13263,237.31287,46.874306,82.14554,46.874153,0.02996563,0.05583884,0.029965337,0.32232407,655.598,1.9348619,0.706217,1.7060022,-0.0045715524,3.4274929,2.296885,7.427547,3.7059996,8.560812,0.04556355,0.00012895298,0.08346401,0.045477938,0.18549797,0.10803047,0.22476758,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,-0.0022875746,8.0
Spyware-TIBS-a242b3421e1b84753fee53e7724400e6043826e480d65b77ece88d8347c6ec1a-2.raw,44.561874,16.739973,10.385419,0.0,223.65608,1738.9678,39.342648,9830.135,232.91133,0.0,431.601,3190.562,45.47498,674.0579,859.789,109.000046,683.4894,133.49097,205.13261,296.31287,48.874302,91.14554,48.874153,0.025943236,0.051797252,0.025942944,55.322323,17863.402,331.93488,11.106217,-0.29399785,-0.0045715524,1.4274927,0.296885,5.427547,1.7059996,6.5608125,-0.005718501,0.00012895298,0.016186336,-0.0058041126,0.119647145,0.050920915,0.15308926,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Trojan-Refroso-4c1294d25162bfa5cda8b9b19d22e1ed-3.raw,43.561874,17.739973,11.227914,0.0,224.82416,1738.9678,39.1045,9669.135,229.16714,0.0,236.60098,3091.438,45.47498,701.9421,908.789,106.999954,663.4894,133.49097,196.13261,282.31287,52.874302,95.14554,52.874153,0.028144712,0.053930428,0.02814442,12.322325,764.5981,73.93486,2.506217,1.2939978,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.01700877,0.00012895298,0.016186336,0.016923161,0.119647145,0.073648185,0.15308926,137.98082,389.44562,221.19547,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Ransomware-Maze-6666c8ec8a82e24894a183945ea1051230ca6434d8fbdd7cba77b624f71bc0f9-3.raw,44.561874,16.739973,10.226328,0.0,223.01971,1739.9678,39.365376,9802.135,232.26018,0.0,440.601,3169.562,45.47498,680.0579,847.789,109.000046,683.4894,133.49097,204.13261,296.31287,48.874302,91.14554,48.874153,0.025927916,0.05176824,0.025927624,55.322323,17801.402,331.93488,11.106217,10.706003,-0.0045715524,12.427492,11.296885,16.427547,12.706,17.560812,0.1942815,0.00012895298,0.21164088,0.1941959,0.29691988,0.24183,0.32127106,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Trojan-Scar-ba380b2dc34dc14acd7def1db9f219a2-5.raw,40.561874,15.739974,10.058146,0.0,222.9788,1593.9678,39.59492,8961.135,227.3218,0.0,224.60098,3013.562,42.47498,683.9421,733.789,102.000046,598.4894,124.49097,193.13261,270.31287,48.874302,88.14554,48.874153,0.028476432,0.054719154,0.02847614,1.3223245,656.5981,7.934862,0.706217,2.7060022,-0.0045715524,3.4274929,3.296885,7.427547,4.706,8.560812,0.06404894,0.00012895298,0.07630838,0.06396333,0.16880149,0.12174544,0.20330067,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Ransomware-Pysa-823e54ef4f5060815901b4694e989274712b6fa93c34672a2e4e0aea4fdb8b8a-7.raw,37.561874,14.739974,10.185174,0.0,227.69908,1477.9678,39.623974,8507.135,232.04207,0.0,201.60104,2889.562,39.47498,679.9421,682.789,93.000046,586.4894,114.49097,175.13261,237.31287,44.874302,81.14554,44.874153,0.028553486,0.05507874,0.028553195,1.3223245,656.5981,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.11411889,0.059520423,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,118.2814,85.67117,0.0022875748,8.0
Trojan-Scar-eb7c40bfd580374bed6e02fe84e28ee1-2.raw,42.561874,15.739974,10.46767,0.0,220.28595,1646.9678,38.99849,9267.135,224.62894,0.0,239.60098,3108.562,44.47498,669.0579,823.789,106.000046,632.4894,121.49097,193.13261,270.31287,50.874302,92.14554,50.874153,0.028583983,0.055120777,0.02858369,1.3223245,656.5981,7.934862,0.706217,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.017537313,0.00012895298,0.029796747,0.017451704,0.12228985,0.07523381,0.15678905,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Ransomware-Shade-037efa15acabd403e8b58ec153428fe8ae020350d7bf365dd3f6399039937bee-3.raw,43.561874,15.739974,10.227914,0.0,220.35904,1709.9678,39.56992,9478.135,229.65276,0.0,239.60098,3172.562,44.47498,677.0579,823.789,107.000046,650.4894,130.49097,216.13261,280.31287,49.874306,91.14554,49.874153,0.026959818,0.052623246,0.026959527,3.322324,659.5981,19.934862,0.95621693,-0.29399785,-0.0045715524,1.4274927,0.296885,5.427547,1.7059996,6.5608125,-0.005718501,0.00012895298,0.029796747,-0.0058041126,0.12228985,0.051978,0.15678905,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,123.2814,86.67117,0.0022875748,8.0
Spyware-Gator-1bdcd3b777965f67678748d2577b119a275aca9aed9549d45e64e692a54a7b5e-6.raw,39.561874,14.739974,10.132505,0.0,223.9929,1554.9678,39.595562,8791.135,228.3359,0.0,217.60104,2961.562,41.47498,650.0579,713.789,101.000046,588.4894,120.49097,193.13261,264.31287,45.874302,84.14554,45.874153,0.027470225,0.05383827,0.027469933,1.3223245,-650.59814,7.934862,0.706217,4.706002,-0.0045715524,5.4274926,5.296885,9.427547,6.706,10.560812,0.10791786,0.00012895298,0.1201773,0.107832246,0.21055624,0.16455728,0.24399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
Trojan-Emotet-2b16b4202f32be13ec5e540bc4b5ca3e481e05a0ab2b71c06c18a3c5b1eba785-4.raw,44.561874,16.739973,9.430874,0.0,211.47426,1707.9678,38.6381,9293.135,215.81726,0.0,241.60104,3117.562,46.47498,679.0579,754.789,110.000046,648.4894,127.49097,197.13261,276.31287,47.874302,91.14554,47.874153,0.025876751,0.052773576,0.02587646,1.3223245,656.5981,7.934862,0.706217,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.03775976,0.00012895298,0.050019197,0.037674148,0.13644557,0.09242289,0.1679114,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Trojan-Emotet-0ed1b9d72a061afb7b9ba53a204b71fc5f49f3ebe64e25aadbbe11bebbd9217e-1.raw,42.561874,15.739974,10.896242,0.0,222.6431,1653.9678,39.165157,9366.135,226.98608,0.0,245.60104,3134.562,44.47498,669.0579,858.789,106.000046,638.4894,121.49097,193.13261,268.31287,52.874302,94.14554,52.874153,0.029622078,0.056026004,0.029621786,2.322324,657.5981,13.93486,0.706217,2.7060022,-0.0045715524,3.4274929,3.296885,7.427547,4.706,8.560812,0.060948167,0.00012895298,0.0732076,0.060862556,0.16156633,0.116577476,0.19399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Spyware-Transponder-0b4e56c7054e9292c6f5806fcd68c05f888a3b80566b3c0cd97ec3ddd33ef81c-10.raw,37.561874,14.739974,10.266254,0.0,228.05043,1477.9678,39.623974,8520.135,232.39342,0.0,201.60104,2886.562,39.47498,658.0579,683.789,93.000046,584.4894,114.49097,176.13261,237.31287,43.874302,80.14554,43.874153,0.027908016,0.054467097,0.027907724,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.11411889,0.059520423,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Ransomware-Ako-0b0807ff66db29ec83c1813b5c2724b29bc3a4d1e6dd76d74b9ce81b12bb4557-1.raw,39.561874,14.739974,11.619685,0.0,234.557,1601.9678,40.80069,9203.135,238.90001,0.0,223.60098,3086.562,41.47498,674.9421,855.789,100.000046,630.4894,121.49097,191.13261,266.31287,47.874302,86.14554,47.874153,0.027602052,0.053013764,0.02760176,1.3223245,-650.59814,7.934862,0.706217,2.7060022,-0.0045715524,3.4274929,3.296885,7.427547,4.706,8.560812,0.06571007,0.00012895298,0.07796951,0.06562446,0.17267746,0.124513984,0.20828407,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,123.2814,86.67117,0.0022875748,8.0
Trojan-Emotet-1e0577d1bd5c821a01ed4d152c3737bc16f01313cacf59bc756cded58c52c954-5.raw,39.561874,14.739974,10.158147,0.0,224.01855,1553.9678,39.56992,8792.135,228.36154,0.0,214.60104,2972.562,41.47498,671.9421,719.789,101.000046,590.4894,120.49097,190.13263,264.31287,46.874306,85.14554,46.874153,0.028077606,0.054414097,0.028077316,1.3223245,656.5981,7.934862,0.706217,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.043061987,0.00012895298,0.055321425,0.042976376,0.15235224,0.103027344,0.18912031,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,86.67117,0.0022875748,8.0
Ransomware-Pysa-38e59e1ecc21e37ae58751f12922c183db65ccdab98f3f4aed58ed326cbd0e19-7.raw,37.561874,14.739974,10.293282,0.0,229.78015,1481.9678,39.732082,8584.135,234.12315,0.0,206.60104,2905.562,39.47498,687.9421,691.789,93.000046,586.4894,114.49097,176.13261,238.31287,45.874302,82.14554,45.874153,0.029013056,0.055353925,0.029012764,1.3223245,-650.59814,7.934862,0.706217,5.706002,-0.0045715524,6.427493,6.296885,10.427547,7.706,11.560812,0.13381638,0.00012895298,0.14607581,0.13373077,0.23856893,0.19151288,0.2730681,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Ransomware-Pysa-50bf5d11e6972de15304f5da982e4676c5a9e2d9b7532cc0429554fef4106596-9.raw,40.561874,15.739974,10.233147,0.0,227.9288,1581.9678,39.294918,8001.865,237.79744,0.0,430.601,2977.562,41.47498,683.0579,743.789,98.000046,642.4894,120.49097,189.13261,259.31287,46.874306,85.14554,46.874153,0.02791065,0.054106157,0.02791036,59.322327,17905.402,355.93488,11.906218,-0.29399785,-0.0045715524,1.4274927,0.296885,5.427547,1.7059996,6.5608125,-0.005718501,0.00012895298,0.018459065,-0.0058041126,0.13101079,0.055466373,0.16899835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,85.67117,0.0022875748,8.0
Spyware-CWS-0bd41bf5cea7118385b63feaf169f8ed99a72ce13a9b34285f6512281259170c-6.raw,42.561874,15.739974,9.729575,0.0,217.11928,1644.9678,38.95087,9134.135,221.46228,0.0,240.60098,3067.562,44.47498,689.0579,745.789,107.000046,609.4894,123.49097,195.13261,271.31287,47.874302,89.14554,47.874153,0.027081966,0.05388886,0.027081674,1.3223245,656.5981,7.934862,0.706217,4.706002,-0.0045715524,5.4274926,5.296885,9.427547,6.706,10.560812,0.100664474,0.00012895298,0.11292391,0.10057887,0.19750014,0.15440254,0.2280409,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,-0.0022875746,8.0
Ransomware-Conti-00d89f6fdddcc115f8e9cc87ed2445a32e27c7631453c49ad05e46526a84351a-5.raw,40.561874,15.739974,9.958147,0.0,221.6288,1588.9678,39.46992,8907.135,225.9718,0.0,216.60104,2997.562,42.47498,676.9421,726.789,102.000046,598.4894,124.49097,192.13261,270.31287,46.874306,86.14554,46.874153,0.02735002,0.05369985,0.027349727,1.3223245,-650.59814,7.934862,0.706217,3.7060022,-0.0045715524,4.4274926,4.296885,8.427547,5.706,9.560812,0.08519059,0.00012895298,0.097450025,0.08510498,0.18782896,0.14183,0.22127108,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,0.0022875748,8.0
Ransomware-Pysa-333aade4da5b0cdd5aa395ecfcab2f79454ced4dbe5f2e12d10e4da6c220d0a1-3.raw,44.561874,16.739973,9.817238,0.0,214.13335,1716.9678,38.842648,9410.135,218.47635,0.0,241.60104,3156.562,46.47498,684.0579,801.789,110.000046,651.4894,127.49097,197.13261,276.31287,48.874302,92.14554,48.874153,0.026269061,0.052992273,0.026268769,1.3223245,656.5981,7.934862,0.706217,0.70600224,-0.0045715524,1.4274927,1.296885,5.427547,2.7059999,6.5608125,0.016503721,0.00012895298,0.028763156,0.01641811,0.11712189,0.072133034,0.14955391,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,86.67117,0.0022875748,8.0
Spyware-Gator-2c89c8af8c67722b44843249afa24422a2f7623c24ceb0e160750d94a8d39046-3.raw,45.561874,16.739973,9.624813,0.0,211.16214,1733.9678,38.36992,9477.135,215.50513,0.0,251.60098,3171.562,47.47498,695.0579,800.789,112.000046,641.4894,127.49097,204.13261,278.31287,52.874302,97.14554,52.874153,0.028227646,0.055223864,0.028227353,2.322324,657.5981,13.93486,0.706217,4.706002,-0.0045715524,5.4274926,5.296885,9.427547,6.706,10.560812,0.0942815,0.00012895298,0.10654093,0.09419589,0.18601078,0.14546636,0.21399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Trojan-Scar-3b6cdd1c4d807dbd49e1457a9433ccba-8.raw,40.561874,15.739974,9.958147,0.0,221.82881,1573.9678,39.09492,8915.135,226.1718,0.0,232.60098,2998.562,42.47498,706.0579,720.789,99.000046,607.4894,117.49097,182.13261,245.31287,48.874302,88.14554,48.874153,0.02919106,0.05602677,0.02919077,4.3223243,659.5981,25.934862,1.2062169,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.041900545,0.00012895298,0.054159984,0.041814934,0.14886792,0.10070446,0.18447454,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Trojan-Emotet-1d1023a02713ca730b4749f73b4cfb39d1258a7d825393a72a7d9fc1dccb9bf3-6.raw,41.561874,15.739974,9.645951,0.0,216.40442,1593.9678,38.64309,8901.135,220.7474,0.0,233.60104,2988.562,43.47498,688.0579,712.789,105.000046,606.4894,117.49097,192.13261,261.31287,47.874302,88.14554,47.874153,0.02819694,0.055365104,0.028196648,1.3223245,656.5981,7.934862,0.706217,2.7060022,-0.0045715524,3.4274929,3.296885,7.427547,4.706,8.560812,0.062463317,0.00012895298,0.07472275,0.062377706,0.16510169,0.11910273,0.1985438,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Trojan-Emotet-1e55e72a24cf89218dfff2b614ccfd7abff833251c3624037c022719177de14d-7.raw,38.561874,14.739974,10.26341,0.0,228.0867,1525.9678,39.859394,8736.135,232.42969,0.0,214.60104,2939.562,40.47498,694.9421,706.789,99.000046,590.4894,117.49097,191.13261,260.31287,46.874306,84.14554,46.874153,0.028784808,0.055058863,0.028784517,1.3223245,656.5981,7.934862,0.706217,2.7060022,-0.0045715524,3.4274929,3.296885,7.427547,4.706,8.560812,0.06745223,0.00012895298,0.07971167,0.067366615,0.1767425,0.1274176,0.21351054,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Ransomware-Conti-0bcc9fd885f15adefb54f1a22bc71a18bca9650f05b1737739f77d4f07ae8ddf-10.raw,34.561874,12.739974,10.275794,0.0,221.45822,1343.9678,39.128742,7652.135,225.80121,0.0,169.60104,2534.5623,35.47498,566.0579,594.789,86.000046,485.48938,109.49097,138.13263,215.31287,41.874302,75.14554,41.874153,0.028731061,0.055043228,0.028730769,0.32232407,655.598,1.9348619,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,4.5608125,-0.005718501,-0.00012895299,0.0065409346,-0.0058041126,0.123657845,0.0642899,0.14105718,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,116.2814,87.67117,0.0022875748,8.0
Ransomware-Pysa-94b8769e336ddd9e4b978509320326118ef999c294c16ddc7b1f6ab5c2828e5f-7.raw,37.561874,14.739974,10.239227,0.0,228.40178,1476.9678,39.596947,8533.135,232.74477,0.0,199.60098,2894.562,39.47498,679.9421,685.789,93.000046,586.4894,114.49097,175.13261,237.31287,44.874302,81.14554,44.874153,0.028473016,0.054930903,0.028472725,1.3223245,-650.59814,7.934862,0.706217,3.7060022,-0.0045715524,4.4274926,4.296885,8.427547,5.706,9.560812,0.09184247,-0.00012895299,0.10410191,0.091756865,0.20113273,0.15180783,0.2379008,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,118.2814,86.67117,0.0022875748,8.0
Ransomware-Pysa-49b8177047226fe79e06d93e43fdde1c659184b3befd2fdda98cde6c966937c0-9.raw,37.561874,14.739974,10.428417,0.0,229.3207,1484.9678,39.813164,8567.135,233.6637,0.0,213.60104,2899.562,39.47498,658.0579,690.789,93.000046,586.4894,114.49097,176.13261,237.31287,44.874302,81.14554,44.874153,0.028452968,0.054894067,0.028452676,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.11411889,0.059520423,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,85.67117,0.0022875748,8.0
Ransomware-Pysa-61dfbaf2575d8bfd329465fd78fbf10e51fd9354fa8ae8bfefbfb4c013b3228d-7.raw,40.561874,15.739974,10.083146,0.0,227.52881,1581.9678,39.294918,9144.135,237.38719,0.0,426.601,2968.562,41.47498,678.0579,735.789,98.000046,642.4894,120.49097,186.13261,259.31287,45.874302,84.14554,45.874153,0.027216448,0.05336532,0.027216155,60.322327,17851.402,361.93488,12.106217,5.706002,-0.0045715524,7.427493,6.296885,11.427547,7.706,12.560812,0.124716274,0.00012895298,0.14563298,0.124630675,0.24514122,0.17937942,0.27660704,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
