pslist.nproc_original,pslist.nppid_original,pslist.avg_threads_original,pslist.nprocs64bit_original,pslist.avg_handlers_original,dlllist.ndlls_original,dlllist.avg_dlls_per_proc_original,handles.nhandles_original,handles.avg_handles_per_proc_original,handles.nport_original,handles.nfile_original,handles.nevent_original,handles.ndesktop_original,handles.nkey_original,handles.nthread_original,handles.ndirectory_original,handles.nsemaphore_original,handles.ntimer_original,handles.nsection_original,handles.nmutant_original,ldrmodules.not_in_load_original,ldrmodules.not_in_init_original,ldrmodules.not_in_mem_original,ldrmodules.not_in_load_avg_original,ldrmodules.not_in_init_avg_original,ldrmodules.not_in_mem_avg_original,malfind.ninjections_original,malfind.commitCharge_original,malfind.protection_original,malfind.uniqueInjections_original,psxview.not_in_pslist_original,psxview.not_in_eprocess_pool_original,psxview.not_in_ethread_pool_original,psxview.not_in_pspcid_list_original,psxview.not_in_csrss_handles_original,psxview.not_in_session_original,psxview.not_in_deskthrd_original,psxview.not_in_pslist_false_avg_original,psxview.not_in_eprocess_pool_false_avg_original,psxview.not_in_ethread_pool_false_avg_original,psxview.not_in_pspcid_list_false_avg_original,psxview.not_in_csrss_handles_false_avg_original,psxview.not_in_session_false_avg_original,psxview.not_in_deskthrd_false_avg_original,modules.nmodules_original,svcscan.nservices_original,svcscan.kernel_drivers_original,svcscan.fs_drivers_original,svcscan.process_services_original,svcscan.shared_process_services_original,svcscan.interactive_process_services_original,svcscan.nactive_original,callbacks.ncallbacks_original,callbacks.nanonymous_original,callbacks.ngeneric_original,pslist.nproc_adversarial,pslist.nppid_adversarial,pslist.avg_threads_adversarial,pslist.nprocs64bit_adversarial,pslist.avg_handlers_adversarial,dlllist.ndlls_adversarial,dlllist.avg_dlls_per_proc_adversarial,handles.nhandles_adversarial,handles.avg_handles_per_proc_adversarial,handles.nport_adversarial,handles.nfile_adversarial,handles.nevent_adversarial,handles.ndesktop_adversarial,handles.nkey_adversarial,handles.nthread_adversarial,handles.ndirectory_adversarial,handles.nsemaphore_adversarial,handles.ntimer_adversarial,handles.nsection_adversarial,handles.nmutant_adversarial,ldrmodules.not_in_load_adversarial,ldrmodules.not_in_init_adversarial,ldrmodules.not_in_mem_adversarial,ldrmodules.not_in_load_avg_adversarial,ldrmodules.not_in_init_avg_adversarial,ldrmodules.not_in_mem_avg_adversarial,malfind.ninjections_adversarial,malfind.commitCharge_adversarial,malfind.protection_adversarial,malfind.uniqueInjections_adversarial,psxview.not_in_pslist_adversarial,psxview.not_in_eprocess_pool_adversarial,psxview.not_in_ethread_pool_adversarial,psxview.not_in_pspcid_list_adversarial,psxview.not_in_csrss_handles_adversarial,psxview.not_in_session_adversarial,psxview.not_in_deskthrd_adversarial,psxview.not_in_pslist_false_avg_adversarial,psxview.not_in_eprocess_pool_false_avg_adversarial,psxview.not_in_ethread_pool_false_avg_adversarial,psxview.not_in_pspcid_list_false_avg_adversarial,psxview.not_in_csrss_handles_false_avg_adversarial,psxview.not_in_session_false_avg_adversarial,psxview.not_in_deskthrd_false_avg_adversarial,modules.nmodules_adversarial,svcscan.nservices_adversarial,svcscan.kernel_drivers_adversarial,svcscan.fs_drivers_adversarial,svcscan.process_services_adversarial,svcscan.shared_process_services_adversarial,svcscan.interactive_process_services_adversarial,svcscan.nactive_adversarial,callbacks.ncallbacks_adversarial,callbacks.nanonymous_adversarial,callbacks.ngeneric_adversarial
33,13,10.33333333,0,180.6969697,1196,36.24242424,5963,180.6969697,0,557,1875,34,440,548,84,410,95,90,187,36,68,36,0.029244517,0.055239643,0.029244517,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.121212121,0.060606061,0.151515152,137,392,220,26,23,114,0,116,88,0,8,32.719063,12.869987,10.412407,0.0,187.41138,1196.0,36.242424,5963.0,180.69698,0.0,557.0,1875.0,34.0,440.0,548.0,84.0,410.0,95.0,90.0,187.0,36.0,68.0,36.0,0.029244518,0.055239644,0.029244518,1.1611617,328.799,6.967432,0.8531084,0.14699891,-0.0022857764,0.21374631,-0.14844249,4.2137737,2.1470003,4.7804065,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.12421751,0.06333925,0.14851433,137.0,392.0,219.90227,26.008568,23.0,114.0,0.0,116.0,87.83559,-0.0011437874,8.0
33,13,10.12121212,0,179.5757576,1196,36.24242424,5926,179.5757576,0,556,1861,34,440,528,84,410,95,90,187,36,68,36,0.029244517,0.055239643,0.029244517,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.121212121,0.060606061,0.151515152,137,390,220,26,23,114,0,116,88,0,8,32.719063,12.869987,10.200286,0.0,186.29016,1196.0,36.242424,5926.0,179.57576,0.0,556.0,1861.0,34.0,440.0,528.0,84.0,410.0,95.0,90.0,187.0,36.0,68.0,36.0,0.029244518,0.055239644,0.029244518,1.1611617,328.799,6.967432,0.8531084,0.14699891,-0.0022857764,0.21374631,-0.14844249,4.2137737,2.1470003,4.7804065,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.12421751,0.06333925,0.14851433,137.0,390.0,219.90227,26.008568,23.0,114.0,0.0,116.0,87.83559,-0.0011437874,8.0
33,13,10.66666667,0,190.3636364,1247,37.78787879,6282,190.3636364,0,564,2042,34,457,576,84,427,95,93,191,38,70,38,0.029595016,0.054517134,0.029595016,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.121212121,0.060606061,0.151515152,137,383,219,26,21,110,0,115,88,0,8,32.719063,12.869987,10.74574,0.0,197.07805,1247.0,37.78788,6282.0,190.36363,0.0,564.0,2042.0,34.0,457.0,576.0,84.0,427.0,95.0,93.0,191.0,38.0,70.0,38.0,0.029595016,0.054517135,0.029595016,1.1611617,328.799,6.967432,0.8531084,0.14699891,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,4.7804065,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.12421751,0.06333925,0.14851433,137.0,383.0,218.90227,26.008568,21.0,110.0,0.0,115.0,87.83559,-0.0011437874,8.0
35,13,10.37142857,0,185.9142857,1298,37.08571429,6507,185.9142857,0,571,2102,36,470,592,88,457,103,94,195,38,72,38,0.028464419,0.053932584,0.028464419,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.114285714,0.057142857,0.142857143,138,383,219,26,21,110,0,117,88,0,8,34.719063,12.869987,10.450501,0.0,192.6287,1298.0,37.085712,6507.0,185.91429,0.0,571.0,2102.0,36.0,470.0,592.0,88.0,457.0,103.0,94.0,195.0,38.0,72.0,38.0,0.02846442,0.053932585,0.02846442,1.1611617,-324.79907,6.967432,0.8531084,0.14699891,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,4.7804065,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.11729111,0.054409675,0.13985632,138.0,383.0,218.90227,26.008568,21.0,110.0,0.0,117.0,87.83559,-0.0011437874,8.0
35,13,10.45714286,0,199.5714286,1330,38.0,6985,199.5714286,0,585,2386,37,541,599,87,480,105,113,210,39,73,39,0.028508772,0.053362573,0.028508772,2,2,12,1.0,1,0,1,1,5,3,7,0.027777778,0.0,0.027777778,0.027777778,0.138888889,0.083333333,0.194444444,138,394,221,26,24,116,0,118,88,0,8,35.280937,12.869987,10.536216,0.0,206.28583,1330.0,38.0,6985.0,199.57143,0.0,585.0,2386.0,37.0,541.0,599.0,87.0,480.0,105.0,113.0,210.0,39.0,73.0,39.0,0.028508771,0.053362574,0.028508771,1.1611617,328.799,6.967432,0.8531084,1.1469989,-0.0022857764,1.2137463,0.8515575,5.2137737,3.147,6.780406,0.024918526,6.447648e-05,0.031048244,0.024875723,0.14189428,0.086066514,0.19144362,138.0,394.0,220.90227,26.008568,24.0,116.0,0.0,118.0,87.83559,-0.0011437874,8.0
35,13,10.34285714,0,204.0571429,1347,38.48571429,7142,204.0571429,0,585,2471,37,579,599,87,501,105,114,215,38,72,38,0.027456647,0.052023121,0.027456647,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.114285714,0.057142857,0.171428571,138,395,222,26,24,116,0,118,88,0,8,34.719063,12.869987,10.42193,0.0,210.77155,1347.0,38.485714,7142.0,204.05714,0.0,585.0,2471.0,37.0,579.0,599.0,87.0,501.0,105.0,114.0,215.0,38.0,72.0,38.0,0.027456647,0.05202312,0.027456647,1.1611617,328.799,6.967432,0.8531084,0.14699891,-0.0022857764,0.21374631,-0.14844249,4.2137737,2.1470003,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.11729111,0.059876043,0.16842775,138.0,395.0,221.90227,26.008568,24.0,116.0,0.0,118.0,87.83559,-0.0011437874,8.0
37,14,10.18918919,0,207.9459459,1423,38.45945946,7694,207.9459459,0,614,2743,40,630,640,91,517,112,145,225,42,80,42,0.028688525,0.054644809,0.028688525,3,3,18,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.135135135,138,395,221,26,24,116,0,120,88,0,8,36.719063,13.869987,10.268263,0.0,214.66035,1423.0,38.45946,7694.0,207.94595,0.0,614.0,2743.0,40.0,630.0,640.0,91.0,517.0,112.0,145.0,225.0,42.0,80.0,42.0,0.028688526,0.05464481,0.028688526,2.1611621,329.799,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,4.7804065,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.111113496,0.056787238,0.13213432,138.0,395.0,220.90227,26.008568,24.0,116.0,0.0,120.0,87.83559,-0.0011437874,8.0
42,16,10.73809524,0,208.5952381,1613,38.4047619,8761,208.5952381,0,667,3043,45,680,839,105,648,120,177,262,48,89,48,0.028915663,0.053614458,0.028915663,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,122,87,0,8,41.719063,15.869987,10.817168,0.0,215.30965,1613.0,38.404762,8761.0,208.59525,0.0,667.0,3043.0,45.0,680.0,839.0,105.0,648.0,120.0,177.0,262.0,48.0,89.0,48.0,0.028915662,0.053614456,0.028915662,2.1611621,329.799,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09824349,0.050352234,0.13985632,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
37,15,10.10810811,0,215.0,1445,39.05405405,7955,215.0,0,626,2811,40,673,664,92,594,113,162,230,42,78,42,0.02878684,0.053461275,0.02878684,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0,8,36.719063,14.869987,10.187181,0.0,221.7144,1445.0,39.054054,7955.0,215.0,0.0,626.0,2811.0,40.0,673.0,664.0,92.0,594.0,113.0,162.0,230.0,42.0,78.0,42.0,0.02878684,0.053461276,0.02878684,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.111113496,0.056787238,0.15916133,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
42,16,10.19047619,0,205.8809524,1602,38.14285714,8647,205.8809524,0,667,3008,45,680,793,105,642,120,177,262,48,89,48,0.029108551,0.053972104,0.029108551,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,122,87,0,8,41.719063,15.869987,10.269549,0.0,212.59535,1602.0,38.142857,8647.0,205.88095,0.0,667.0,3008.0,45.0,680.0,793.0,105.0,642.0,120.0,177.0,262.0,48.0,89.0,48.0,0.02910855,0.053972103,0.02910855,2.1611621,329.799,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09824349,0.050352234,0.13985632,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
44,17,9.568181818,0,199.5,1665,37.84090909,8778,199.5,0,670,3051,47,694,768,109,651,126,181,270,47,90,47,0.027469316,0.052600818,0.027469316,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,87,0,8,43.719063,16.869987,9.647255,0.0,206.2144,1665.0,37.840908,8778.0,199.5,0.0,670.0,3051.0,47.0,694.0,768.0,109.0,651.0,126.0,181.0,270.0,47.0,90.0,47.0,0.027469316,0.05260082,0.027469316,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09391448,0.048187733,0.13336281,138.0,389.0,220.90227,25.991432,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
44,17,9.136363636,0,193.3863636,1608,36.54545455,8510,197.9069767,0,667,2970,46,689,719,107,614,123,178,265,46,88,46,0.027845036,0.053268765,0.027845036,3,3,18,1.0,0,0,1,0,5,2,7,0.0,0.0,0.022727273,0.0,0.113636364,0.045454545,0.159090909,138,389,221,26,24,116,0,122,87,0,8,43.719063,16.869987,9.215437,0.0,200.10077,1608.0,36.545456,8510.0,197.90698,0.0,667.0,2970.0,46.0,689.0,719.0,107.0,614.0,123.0,178.0,265.0,46.0,88.0,46.0,0.027845036,0.053268764,0.027845036,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,1.2137463,-0.14844249,5.2137737,1.8529997,6.780406,-0.002859251,6.447648e-05,0.02599774,-0.0029020559,0.11664175,0.048187733,0.15609008,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
43,17,9.279069767,0,197.5813953,1607,37.37209302,8496,197.5813953,0,666,2963,46,689,713,107,614,123,178,265,46,88,46,0.027895694,0.053365676,0.027895694,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,389,221,26,24,116,0,122,87,0,8,42.719063,16.869987,9.358143,0.0,204.29579,1607.0,37.372093,8496.0,197.58139,0.0,666.0,2963.0,46.0,689.0,713.0,107.0,614.0,123.0,178.0,265.0,46.0,88.0,46.0,0.027895695,0.053365678,0.027895695,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09602865,0.049244814,0.13653407,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
42,16,9.452380952,0,200.2380952,1575,37.5,8410,200.2380952,0,664,2935,45,707,704,106,610,119,176,260,45,86,45,0.027932961,0.053382992,0.027932961,3,3,18,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,121,87,0,8,41.719063,15.869987,9.531454,0.0,206.9525,1575.0,37.5,8410.0,200.2381,0.0,664.0,2935.0,45.0,707.0,704.0,106.0,610.0,119.0,176.0,260.0,45.0,86.0,45.0,0.02793296,0.053382993,0.02793296,2.1611621,329.799,12.96743,0.8531084,0.8530011,-0.0022857764,1.2137463,0.8515575,5.2137737,2.853,6.780406,0.020396564,6.447648e-05,0.026526282,0.020353759,0.11928446,0.072500624,0.15978988,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,121.0,86.83559,-0.0011437874,8.0
41,16,9.487804878,0,202.4390244,1542,37.6097561,8300,202.4390244,0,658,2899,44,703,693,104,606,116,176,255,45,85,45,0.02869898,0.054209184,0.02869898,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,87,0,8,40.719063,15.869987,9.566878,0.0,209.15343,1542.0,37.609756,8300.0,202.43903,0.0,658.0,2899.0,44.0,703.0,693.0,104.0,606.0,116.0,176.0,255.0,45.0,85.0,45.0,0.02869898,0.054209184,0.02869898,2.1611621,329.799,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.100566365,0.051513676,0.14334063,138.0,389.0,220.90227,25.991432,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
38,15,10.02631579,0,214.2631579,1492,39.26315789,8142,214.2631579,0,635,2855,41,684,684,98,598,116,176,252,44,81,44,0.029100529,0.053571429,0.029100529,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,87,0,8,37.719063,14.869987,10.105389,0.0,220.97755,1492.0,39.263157,8142.0,214.26315,0.0,635.0,2855.0,41.0,684.0,684.0,98.0,598.0,116.0,176.0,252.0,44.0,81.0,44.0,0.02910053,0.05357143,0.02910053,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.10826855,0.055364765,0.15489392,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
38,15,10.18421053,0,214.6578947,1492,39.26315789,8157,214.6578947,0,635,2865,41,684,695,98,598,116,176,253,44,81,44,0.029158383,0.053677932,0.029158383,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,87,0,8,37.719063,14.869987,10.263284,0.0,221.3723,1492.0,39.263157,8157.0,214.6579,0.0,635.0,2865.0,41.0,684.0,695.0,98.0,598.0,116.0,176.0,253.0,44.0,81.0,44.0,0.029158384,0.05367793,0.029158384,2.1611621,329.799,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.10826855,0.055364765,0.15489392,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
42,16,10.76190476,0,210.1666667,1636,38.95238095,8827,210.1666667,0,664,3067,45,684,842,105,648,123,180,261,49,90,49,0.029097387,0.053444181,0.029097387,3,3,18,1.0,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,122,87,0,8,41.719063,15.869987,10.840978,0.0,216.88107,1636.0,38.95238,8827.0,210.16667,0.0,664.0,3067.0,45.0,684.0,842.0,105.0,648.0,123.0,180.0,261.0,49.0,90.0,49.0,0.029097388,0.05344418,0.029097388,2.1611621,-323.79907,12.96743,0.8531084,1.8530011,-0.0022857764,2.2137463,1.8515575,6.2137737,3.853,7.780406,0.042595293,6.447648e-05,0.048725013,0.04255249,0.13936903,0.09364227,0.17881736,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
38,15,9.657894737,0,203.4736842,1452,38.21052632,7732,203.4736842,0,639,2687,40,629,639,95,586,110,140,228,44,81,44,0.029810298,0.054878049,0.029810298,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,87,0,8,37.719063,14.869987,9.736968,0.0,210.1881,1452.0,38.210526,7732.0,203.47368,0.0,639.0,2687.0,40.0,629.0,639.0,95.0,586.0,110.0,140.0,228.0,44.0,81.0,44.0,0.029810298,0.05487805,0.029810298,1.1611617,328.799,6.967432,0.8531084,0.14699891,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.10826855,0.055364765,0.15489392,138.0,389.0,220.90227,25.991432,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
44,17,9.954545455,0,202.6363636,1688,38.36363636,8916,202.6363636,0,669,3106,47,698,809,109,651,129,186,269,49,92,49,0.028225806,0.052995392,0.028225806,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,87,0,8,43.719063,16.869987,10.033619,0.0,209.35077,1688.0,38.363636,8916.0,202.63637,0.0,669.0,3106.0,47.0,698.0,809.0,109.0,651.0,129.0,186.0,269.0,49.0,92.0,49.0,0.028225806,0.05299539,0.028225806,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09391448,0.048187733,0.13336281,138.0,389.0,220.90227,25.991432,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
44,17,9.590909091,0,200.2727273,1679,38.15909091,8812,200.2727273,0,667,3063,47,698,763,109,648,129,184,269,47,90,47,0.027262181,0.052204176,0.027262181,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,87,0,8,43.719063,16.869987,9.669982,0.0,206.98714,1679.0,38.159092,8812.0,200.27272,0.0,667.0,3063.0,47.0,698.0,763.0,109.0,648.0,129.0,184.0,269.0,47.0,90.0,47.0,0.027262181,0.052204177,0.027262181,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09391448,0.048187733,0.13336281,138.0,389.0,220.90227,25.991432,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
43,17,9.395348837,0,199.1627907,1630,37.90697674,8564,199.1627907,0,664,2986,46,693,720,107,614,126,181,264,47,89,47,0.028110048,0.053229665,0.028110048,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,389,221,26,24,116,0,122,87,0,8,42.719063,16.869987,9.474422,0.0,205.8772,1630.0,37.90698,8564.0,199.1628,0.0,664.0,2986.0,46.0,693.0,720.0,107.0,614.0,126.0,181.0,264.0,47.0,89.0,47.0,0.028110048,0.053229664,0.028110048,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09602865,0.049244814,0.13653407,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
42,16,9.428571429,0,200.7142857,1595,37.97619048,8430,200.7142857,0,662,2948,45,688,705,106,606,122,180,259,46,88,46,0.028220859,0.05398773,0.028220859,3,3,18,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,121,87,0,8,41.719063,15.869987,9.507645,0.0,207.4287,1595.0,37.97619,8430.0,200.71428,0.0,662.0,2948.0,45.0,688.0,705.0,106.0,606.0,122.0,180.0,259.0,46.0,88.0,46.0,0.028220858,0.05398773,0.028220858,2.1611621,329.799,12.96743,0.8531084,0.8530011,-0.0022857764,1.2137463,0.8515575,5.2137737,2.853,6.780406,0.020396564,6.447648e-05,0.026526282,0.020353759,0.11928446,0.072500624,0.15978988,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,121.0,86.83559,-0.0011437874,8.0
41,16,9.536585366,0,204.0487805,1564,38.14634146,8366,204.0487805,0,657,2921,44,707,695,104,606,119,179,254,46,87,46,0.028985507,0.054820416,0.028985507,3,3,18,1.0,2,0,2,2,6,4,8,0.046511628,0.0,0.046511628,0.046511628,0.139534884,0.093023256,0.186046512,138,389,221,26,24,116,0,119,87,0,8,40.719063,15.869987,9.615659,0.0,210.76318,1564.0,38.146343,8366.0,204.04878,0.0,657.0,2921.0,44.0,707.0,695.0,104.0,606.0,119.0,179.0,254.0,46.0,87.0,46.0,0.028985508,0.054820415,0.028985508,2.1611621,329.799,12.96743,0.8531084,1.8530011,-0.0022857764,2.2137463,1.8515575,6.2137737,3.853,7.780406,0.043652378,6.447648e-05,0.049782097,0.04360957,0.14254028,0.09575644,0.18304569,138.0,389.0,220.90227,25.991432,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
41,16,9.56097561,0,204.0,1565,38.17073171,8364,204.0,0,660,2918,44,707,696,104,606,119,179,255,46,86,46,0.029077118,0.054361568,0.029077118,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,87,0,8,40.719063,15.869987,9.640049,0.0,210.7144,1565.0,38.17073,8364.0,204.0,0.0,660.0,2918.0,44.0,707.0,696.0,104.0,606.0,119.0,179.0,255.0,46.0,86.0,46.0,0.029077118,0.054361567,0.029077118,2.1611621,329.799,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.100566365,0.051513676,0.14334063,138.0,389.0,220.90227,25.991432,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
41,16,9.56097561,0,203.804878,1565,38.17073171,8356,203.804878,0,660,2923,44,707,695,104,606,119,179,254,46,86,46,0.029132362,0.054464851,0.029132362,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,87,0,8,40.719063,15.869987,9.640049,0.0,210.51929,1565.0,38.17073,8356.0,203.80487,0.0,660.0,2923.0,44.0,707.0,695.0,104.0,606.0,119.0,179.0,254.0,46.0,86.0,46.0,0.029132362,0.05446485,0.029132362,2.1611621,329.799,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.100566365,0.051513676,0.14334063,138.0,389.0,220.90227,25.991432,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
41,16,9.243902439,0,201.4878049,1553,37.87804878,8261,201.4878049,0,652,2897,44,706,674,100,604,119,167,238,45,85,45,0.028735632,0.054278416,0.028735632,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,87,0,8,40.719063,15.869987,9.322975,0.0,208.20221,1553.0,37.878048,8261.0,201.48781,0.0,652.0,2897.0,44.0,706.0,674.0,100.0,604.0,119.0,167.0,238.0,45.0,85.0,45.0,0.028735632,0.054278415,0.028735632,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.100566365,0.051513676,0.14334063,138.0,389.0,220.90227,25.991432,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
